cell_line,comparison,gene_set_library,pathway,enrichment_score,normalized_enrichment_score,nominal_p_value,false_discovery_rate,family_wise_error_rate,gene_set_size,matched_genes,leading_edge_genes,direction
MCF7,TIS_vs_CTR,MSigDB_Hallmark_2020,Angiogenesis,0.9007512692053685,1.5171436938480976,0.006622516556291391,0.04641767431348175,0.051,17/36,4.38%,NRP1;APP;TIMP1;PDGFA;ITGAV;VAV2;STC1;TNFRSF21;JAG2;VEGFA;LRPAP1;PTK2;S100A4;THBD;JAG1;MSX1;SLCO2A1,positive
MCF7,TIS_vs_CTR,Reactome_2022,Olfactory Signaling Pathway R-HSA-381753,0.8109258537431582,1.8622717942022542,0.0,0.0,0.0,3/394,3.73%,GNB1;REEP1;LHX2,positive
MCF7,TIS_vs_CTR,Reactome_2022,Keratinization R-HSA-6805567,0.8245528908699649,1.7696033897982804,0.0,0.0,0.0,30/205,5.71%,KRT19;KRT80;KRT18;KRT8;JUP;KRT15;KRT7;CAPN1;PPL;IVL;RCAN1;PCSK6;CAPNS1;EVPL;KRT16;PKP3;PERP;ST14;KRT32;PKP4;KRT13;KAZN;CDSN;FURIN;KLK5;KRTAP5-10;KRT17;PKP2;SPRR3;KRTAP3-1,positive
MCF7,TIS_vs_CTR,Reactome_2022,Mitochondrial Translation Elongation R-HSA-5389840,-0.896733001613585,-1.4869639482492736,0.0,0.011300420658803115,0.048,68/82,7.05%,MRPL41;MRPS34;MRPL57;CHCHD1;MRPL16;MRPS2;MRPL14;MRPL11;TUFM;MRPL58;MRPS33;GADD45GIP1;MRPL9;MRPL20;MRPL34;MRPS18B;MRPL51;MRPL23;MRPL36;MRPS11;MRPL40;MRPS26;MRPS17;MRPS30;MRPL52;MRPL42;MRPL54;MRPS10;MRPL12;MRPL50;MRPL37;MRPL43;MRPL10;MRPS16;ERAL1;MRPL44;MRPS7;MRPL46;MRPL48;MRPS14;MRPL35;MRPS35;MRPL55;MRPL1;OXA1L;MRPS15;MRPL17;AURKAIP1;MRPS27;MRPS31;MRPL33;MRPL49;MRPL24;MRPL18;MRPL15;MRPS5;MRPL4;MRPL13;MRPS18A;MRPL19;MRPS18C;MRPL32;MRPL21;MRPL45;MRPL53;MRPL30;MRPL38;MRPS36,negative
MCF7,TIS_vs_CTR,Reactome_2022,Mitochondrial Translation Termination R-HSA-5419276,-0.898478459409403,-1.4917532881579214,0.0,0.011609175321611943,0.038,73/82,8.32%,MRPL41;MRPS34;MRPL57;CHCHD1;MRPL16;MRPS2;MRPL14;MRPL11;MRPL58;MRPS33;GADD45GIP1;MRPL9;MRPL20;MRPL34;MRPS18B;MRPL51;MRPL23;MRPL36;MRPS11;MRPL40;MRPS26;MRPS17;MRPS30;MRPL52;MRPL42;MRPL54;MRPS10;MRPL12;MRPL50;MRPL37;MRPL43;MRPL10;MRPS16;ERAL1;MRPL44;MRPS7;MRPL46;MRPL48;MRPS14;MRPL35;MRPS35;MRPL55;MRPL1;OXA1L;MRPS15;MRPL17;AURKAIP1;MRPS27;MRPS31;MRPL33;MRPL49;MRPL24;MRPL18;MRPL15;MRPS5;MRPL4;MRRF;MRPL13;MRPS18A;MRPL19;MRPS18C;MRPL32;MRPL21;MRPL45;MRPL53;MRPL30;MRPL38;MRPS36;MRPS9;MTRF1L;MRPS23;MRPL39;MRPL47,negative
MCF7,TIS_vs_CTR,Reactome_2022,Mitochondrial Translation Initiation R-HSA-5368286,-0.900992514423112,-1.4917593856949396,0.0,0.017413762982417914,0.038,69/82,7.05%,MRPL41;MRPS34;MRPL57;CHCHD1;MRPL16;MRPS2;MRPL14;MRPL11;MRPL58;MRPS33;GADD45GIP1;MRPL9;MRPL20;MRPL34;MRPS18B;MRPL51;MRPL23;MRPL36;MRPS11;MRPL40;MTIF3;MRPS26;MTIF2;MRPS17;MRPS30;MRPL52;MRPL42;MRPL54;MRPS10;MRPL12;MRPL50;MRPL37;MRPL43;MRPL10;MRPS16;ERAL1;MRPL44;MRPS7;MRPL46;MRPL48;MRPS14;MRPL35;MRPS35;MRPL55;MRPL1;OXA1L;MRPS15;MRPL17;AURKAIP1;MRPS27;MRPS31;MRPL33;MRPL49;MRPL24;MRPL18;MRPL15;MRPS5;MRPL4;MRPL13;MRPS18A;MRPL19;MRPS18C;MRPL32;MRPL21;MRPL45;MRPL53;MRPL30;MRPL38;MRPS36,negative
MCF7,TIS_vs_CTR,Reactome_2022,Mitochondrial Translation R-HSA-5368287,-0.8946287052612809,-1.4984228788541505,0.0,0.021489324531494446,0.026,76/88,8.32%,MRPL41;MRPS34;MRPL57;CHCHD1;MRPL16;MRPS2;MRPL14;MRPL11;TUFM;MRPL58;MRPS33;GADD45GIP1;MRPL9;MRPL20;MRPL34;MRPS18B;MRPL51;MRPL23;MRPL36;MRPS11;MRPL40;MTIF3;MRPS26;MTIF2;MRPS17;MRPS30;MRPL52;MRPL42;MRPL54;MRPS10;MRPL12;MRPL50;MRPL37;MRPL43;MRPL10;MRPS16;ERAL1;MRPL44;MRPS7;MRPL46;MRPL48;MRPS14;MRPL35;MRPS35;MRPL55;MRPL1;OXA1L;MRPS15;MRPL17;AURKAIP1;MRPS27;MRPS31;MRPL33;MRPL49;MRPL24;MRPL18;MRPL15;MRPS5;MRPL4;MRRF;MRPL13;MRPS18A;MRPL19;MRPS18C;MRPL32;MRPL21;MRPL45;MRPL53;MRPL30;MRPL38;MRPS36;MRPS9;MTRF1L;MRPS23;MRPL39;MRPL47,negative
MCF7,TIS_vs_CTR,Reactome_2022,Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203,-0.8012610730096548,-1.4710066136345146,0.0,0.022971346912976823,0.106,182/242,8.58%,HNRNPA0;HNRNPR;HNRNPF;PRPF3;HNRNPUL1;SNRPD2;CCAR1;NXT1;CPSF6;SNRPG;RBM8A;BCAS2;SNRNP25;SEC13;CHTOP;PRPF4;FUS;NUP205;PRPF8;PRCC;PCBP1;SF3B2;SRRT;LSM7;CPSF4;DDX23;SNW1;UPF3B;NUP160;CSTF1;CASC3;TRA2B;LSM3;NUP62;PTBP1;LSM5;POLR2H;SNRNP200;CDC5L;CPSF2;SRSF2;WDR33;SNRPE;RBM22;WTAP;LSM4;THOC1;NUP50;NUP107;WBP4;POLR2G;PUF60;BUD31;METTL14;THOC3;PHF5A;SNRPA;TFIP11;GTF2F1;NUP88;SART1;EFTUD2;RBM17;SNRPB;HNRNPU;CRNKL1;PRPF38A;SF3A3;HNRNPH1;HNRNPM;SF3B3;POLR2I;SNRPF;POLR2J;SRSF3;SF3A1;DNAJC8;RANBP2;CWC27;CSTF3;CWC22;U2SURP;POLR2E;TXNL4A;NCBP2;SF1;ZCRB1;NDC1;POLR2C;WBP11;POLDIP3;POLR2D;NUP37;ELAVL1;SRSF7;SNRPA1;PPIL3;LSM2;SRSF4;SLBP;MAGOH;SNRNP35;USP39;RBMX;AAAS;SNRNP48;NUP210;SNRNP40;PPIH;LSM8;PPWD1;SF3B4;PQBP1;DDX39A;SRSF9;CWC15;PPIE;DHX38;HNRNPA2B1;AQR;PABPN1;NUP85;DDX42;DHX16;ZMAT5;CSTF2;NUP214;PLRG1;SNRNP27;SF3B5;HNRNPK;SRSF10;CSTF2T;CTNNBL1;PCBP2;PRPF40A;GLE1;MAGOHB;PPIL1;SMNDC1;DHX15;SUGP1;CWC25;CPSF7;PRPF31;EIF4A3;U2AF2;CPSF3;CD2BP2;POM121C;NUP54;NUP133;ZRSR2;PRPF19;CHERP;HNRNPH2;DDX39B;XAB2;HNRNPC;PRPF6;GCFC2;SF3A2;NUP43;RBM42;CDC40;NUP188;THOC5;MTREX;SRRM2;SYMPK;NUDT21;SF3B6;SRSF6;EIF4E;PPIL4;NUP35;NXF1;NUP153;SARNP;U2AF1L4;GTF2F2;NUP58,negative
MCF7,TIS_vs_CTR,Reactome_2022,Muscle Contraction R-HSA-397014,0.7409127438740012,1.6481677077821182,0.0,0.027500960785362984,0.055,43/195,4.76%,ANXA2;MYL12B;MYL12A;HIPK2;TPM1;KCNK15;MYL6;KCNK5;ATP2B1;CACNG4;CAMK2B;KCNK6;ANXA6;ITGB5;ACTA2;ORAI2;PXDN;SCN1B;ATP2B4;ANXA1;FGF12;TPM3;AKAP9;ATP1B1;TPM2;CALM1;TMOD2;AHCYL1;ITPR2;MYL5;CACNA1H;SRI;ITPR1;ATP1B3;VCL;ATP2A3;KAT2B;ASPH;VIM;DMPK;ATP2A2;FXYD3;TNNI2,positive
MCF7,TIS_vs_CTR,Reactome_2022,Expression And Translocation Of Olfactory Receptors R-HSA-9752946,0.7193653212879184,1.6534128942688888,0.0,0.030647836895130887,0.049,3/386,6.99%,REEP1;LHX2;OR8A1,positive
MCF7,TIS_vs_CTR,Reactome_2022,DNA Repair R-HSA-73894,-0.7888400745323517,-1.4578886931135848,0.0,0.03779157072780057,0.219,185/307,8.65%,H2AZ1;YY1;H2BC5;RAD51C;H2AZ2;FEN1;USP1;BRCA2;BAZ1B;PCLAF;ALKBH5;MDC1;DCLRE1B;BRIP1;TIMELESS;BRCA1;UBE2T;H2AX;TCEA1;RNF168;TERF2;CENPX;RPA3;FANCI;POLE3;POLD3;BLM;RMI1;NSD2;RMI2;FANCD2;CCNA2;RFC2;POLR2H;PIAS3;GTF2H5;BRCC3;DCLRE1A;SEM1;PIAS4;TDP2;RFC5;CHEK1;UBB;UIMC1;RPS27A;SMUG1;POLR2G;PCNA;EXO1;MBD4;ZNF830;PARP1;TDP1;FANCF;TERF1;TOPBP1;RFC4;BARD1;RHNO1;RUVBL1;RNF8;EME1;POLR2I;TINF2;POLR2J;ABL1;ALKBH2;RCHY1;POLR2E;MSH2;POLR2C;SMARCA5;POLR2D;CLSPN;PARP2;APEX1;DCLRE1C;SUMO1;BABAM1;SPIDR;H2AC20;H2AJ;XRCC2;RFC3;GEN1;UBE2V2;H2BC11;XRCC1;UBE2N;H2BC9;POLI;FANCC;PAXIP1;NTHL1;COPS5;KDM4A;MNAT1;LRIG1;PPP4R2;DTL;RAD9A;PRKDC;H2AC6;PMS2;FANCM;POLH;PPIE;INO80;RAD51AP1;ERCC3;RAD17;NEIL3;AQR;USP32;FANCA;INO80E;FAAP24;PNKP;MCRS1;UNG;XRCC3;MAPK8;GTF2H3;POLR1B;CUL4B;MRE11;LRIF1;CDK2;XRCC4;MAD2L2;TIPIN;TOP3A;FANCB;FAN1;TRIM25;RAD51;KAT5;TP53BP1;COPS4;EP300;INO80D;RAD51B;PRPF19;COPS3;POLE2;INO80C;TP53;XAB2;XPA;FANCG;PIAS1;ASCC2;POLE;USP7;MSH6;FANCE;SPRTN;RBX1;MLH1;DNA2;EYA3;RAD51D;POLL;SLX4;CHEK2;POLD1;ERCC4;SLC19A1;RAD52;RAD18;ALKBH3;NEIL1;POLE4;RAD50;LIG4;BABAM2;KPNA2;PPP5C;POT1;OGG1;MUTYH;COPS2;WRN;H2BC12,negative
MCF7,TIS_vs_CTR,Reactome_2022,mRNA Splicing R-HSA-72172,-0.8068306119768777,-1.4520735729377172,0.0,0.04009693887677316,0.271,142/189,7.79%,HNRNPA0;HNRNPR;HNRNPF;PRPF3;HNRNPUL1;SNRPD2;CCAR1;CPSF6;SNRPG;RBM8A;BCAS2;SNRNP25;PRPF4;FUS;PRPF8;PRCC;PCBP1;SF3B2;SRRT;LSM7;CPSF4;DDX23;SNW1;UPF3B;CSTF1;CASC3;TRA2B;LSM3;PTBP1;LSM5;POLR2H;SNRNP200;CDC5L;CPSF2;SRSF2;WDR33;SNRPE;RBM22;LSM4;WBP4;POLR2G;PUF60;BUD31;PHF5A;SNRPA;TFIP11;GTF2F1;SART1;EFTUD2;RBM17;SNRPB;HNRNPU;CRNKL1;PRPF38A;SF3A3;HNRNPH1;HNRNPM;SF3B3;POLR2I;SNRPF;POLR2J;SRSF3;SF3A1;DNAJC8;CWC27;CSTF3;CWC22;U2SURP;POLR2E;TXNL4A;NCBP2;SF1;ZCRB1;POLR2C;WBP11;POLR2D;ELAVL1;SRSF7;SNRPA1;PPIL3;LSM2;SRSF4;MAGOH;SNRNP35;USP39;RBMX;SNRNP48;SNRNP40;PPIH;LSM8;PPWD1;SF3B4;PQBP1;SRSF9;CWC15;PPIE;DHX38;HNRNPA2B1;AQR;PABPN1;DDX42;DHX16;ZMAT5;CSTF2;PLRG1;SNRNP27;SF3B5;HNRNPK;SRSF10;CSTF2T;CTNNBL1;PCBP2;PRPF40A;MAGOHB;PPIL1;SMNDC1;DHX15;SUGP1;CWC25;CPSF7;PRPF31;EIF4A3;U2AF2;CPSF3;CD2BP2;ZRSR2;PRPF19;CHERP;HNRNPH2;XAB2;HNRNPC;PRPF6;GCFC2;SF3A2;RBM42;CDC40;MTREX;SRRM2;SYMPK;NUDT21;SF3B6;SRSF6,negative
MCF7,TIS_vs_CTR,Reactome_2022,DNA Double-Strand Break Repair R-HSA-5693532,-0.8254103988681567,-1.4588743616704059,0.0011806375442739079,0.04075561549076533,0.204,97/147,8.65%,H2BC5;RAD51C;FEN1;BRCA2;BAZ1B;MDC1;BRIP1;TIMELESS;BRCA1;H2AX;RNF168;RPA3;POLE3;POLD3;BLM;RMI1;NSD2;RMI2;CCNA2;RFC2;BRCC3;SEM1;PIAS4;TDP2;RFC5;CHEK1;UBB;UIMC1;RPS27A;PCNA;EXO1;PARP1;TDP1;TOPBP1;RFC4;BARD1;RHNO1;RNF8;EME1;ABL1;SMARCA5;CLSPN;PARP2;DCLRE1C;SUMO1;BABAM1;SPIDR;XRCC2;RFC3;GEN1;UBE2V2;H2BC11;XRCC1;UBE2N;H2BC9;PAXIP1;KDM4A;PPP4R2;RAD9A;PRKDC;POLH;RAD51AP1;RAD17;XRCC3;MAPK8;POLR1B;MRE11;LRIF1;CDK2;XRCC4;TIPIN;TOP3A;RAD51;KAT5;TP53BP1;RAD51B;POLE2;TP53;POLE;DNA2;EYA3;RAD51D;POLL;SLX4;CHEK2;POLD1;ERCC4;SLC19A1;RAD52;POLE4;RAD50;LIG4;BABAM2;KPNA2;PPP5C;WRN;H2BC12,negative
MCF7,TIS_vs_CTR,Reactome_2022,Telomere Maintenance R-HSA-157579,-0.8633199558245855,-1.453005683571017,0.0,0.043349154658359486,0.264,59/90,9.16%,H2AZ1;H2BC5;H2AZ2;FEN1;H2AX;TERF2;RPA3;NOP10;NHP2;DAXX;POLD3;BLM;PRIM1;CCNA2;RFC2;POLR2H;RFC5;POLR2G;PCNA;SHQ1;TERF1;RFC4;RUVBL1;PIF1;POLR2I;TINF2;POLR2J;WRAP53;PPP6C;POLR2E;POLR2C;POLR2D;H2AC20;H2AJ;RFC3;H2BC11;H2BC9;ATRX;LRIG1;H2AC6;POLA1;POLR1B;PPP6R3;CDK2;DKC1;CHTF18;DNA2;CTC1;RUVBL2;POLD1;PRIM2;SLC19A1;POT1;WRN;DSCC1;H2BC12;ANKRD28;GAR1;POLA2,negative
MCF7,TIS_vs_CTR,Reactome_2022,mRNA Splicing - Major Pathway R-HSA-72163,-0.8054593504531598,-1.4454432147347802,0.0011682242990654205,0.049129041946140754,0.34,136/181,7.79%,HNRNPA0;HNRNPR;HNRNPF;PRPF3;HNRNPUL1;SNRPD2;CCAR1;CPSF6;SNRPG;RBM8A;BCAS2;PRPF4;FUS;PRPF8;PRCC;PCBP1;SF3B2;SRRT;LSM7;CPSF4;DDX23;SNW1;UPF3B;CSTF1;CASC3;TRA2B;LSM3;PTBP1;LSM5;POLR2H;SNRNP200;CDC5L;CPSF2;SRSF2;WDR33;SNRPE;RBM22;LSM4;WBP4;POLR2G;PUF60;BUD31;PHF5A;SNRPA;TFIP11;GTF2F1;SART1;EFTUD2;RBM17;SNRPB;HNRNPU;CRNKL1;PRPF38A;SF3A3;HNRNPH1;HNRNPM;SF3B3;POLR2I;SNRPF;POLR2J;SRSF3;SF3A1;DNAJC8;CWC27;CSTF3;CWC22;U2SURP;POLR2E;TXNL4A;NCBP2;SF1;POLR2C;WBP11;POLR2D;ELAVL1;SRSF7;SNRPA1;PPIL3;LSM2;SRSF4;MAGOH;USP39;RBMX;SNRNP40;PPIH;LSM8;PPWD1;SF3B4;PQBP1;SRSF9;CWC15;PPIE;DHX38;HNRNPA2B1;AQR;PABPN1;DDX42;DHX16;CSTF2;PLRG1;SNRNP27;SF3B5;HNRNPK;SRSF10;CSTF2T;CTNNBL1;PCBP2;PRPF40A;MAGOHB;PPIL1;SMNDC1;DHX15;SUGP1;CWC25;CPSF7;PRPF31;EIF4A3;U2AF2;CPSF3;CD2BP2;PRPF19;CHERP;HNRNPH2;XAB2;HNRNPC;PRPF6;GCFC2;SF3A2;RBM42;CDC40;MTREX;SRRM2;SYMPK;NUDT21;SF3B6;SRSF6,negative
T47D,REPOP_vs_CTR,MSigDB_Hallmark_2020,Myc Targets V1,-0.9013531958625068,-1.3588857751797172,0.0,0.0,0.0,174/200,7.08%,RPS2;RPLP0;EPRS1;NPM1;RPS3;RPL6;XPOT;NME1;RAN;HSPD1;EIF2S2;IARS1;H2AZ1;HNRNPA3;RPL14;HNRNPA2B1;SRSF3;HNRNPC;RPS6;EEF1B2;HNRNPA1;PABPC1;DDX21;EIF4G2;RAD23B;SYNCRIP;NAP1L1;CCT5;G3BP1;HNRNPU;RPS5;EIF4H;FBL;HDGF;PTGES3;TOMM70;PPIA;MCM2;PRDX4;CCT3;RPS10;SRSF7;RSL1D1;TRA2B;LDHA;ILF2;NOP56;SLC25A3;XRCC6;PGK1;C1QBP;XPO1;TCP1;EIF2S1;PSMC6;APEX1;PSMA2;ABCE1;HNRNPD;IMPDH2;PSMA7;CCT2;SET;CLNS1A;ETF1;PABPC4;MYC;SRM;EIF1AX;CNBP;KPNB1;PSMB3;CDK4;DHX15;ODC1;TARDBP;PWP1;UBE2E1;DUT;HDAC2;KARS1;KPNA2;GLO1;SNRPA;AIMP2;NOP16;MAD2L1;YWHAE;NCBP1;TYMS;HSP90AB1;TFDP1;MCM4;GSPT1;PHB2;EIF3B;RFC4;PA2G4;ACP1;SRSF2;PCNA;USP1;HPRT1;CCT4;SF3B3;RANBP1;RACK1;PSMC4;SSBP1;RRM1;SERBP1;PSMB2;RPL22;NDUFAB1;MRPL9;EIF3D;MCM5;PSMD14;PCBP1;TRIM28;VDAC3;UBA2;CCNA2;PPM1G;CCT7;CYC1;MCM7;YWHAQ;PHB;PRPF31;HNRNPR;ORC2;RPL18;IFRD1;EIF4E;MRPS18B;MRPL23;NHP2;SSB;TUFM;GNL3;SNRPD3;SRSF1;CDC20;RUVBL2;CBX3;PSMA1;COPS5;CSTF2;PRDX3;BUB3;CDC45;NOLC1;SNRPD1;DDX18;ERH;VBP1;RRP9;PSMD8;FAM120A;POLD2;EXOSC7;CTPS1;CUL1;SRPK1;PSMD1;NCBP2;RNPS1;PSMA4;STARD7;LSM7;MCM6;HSPE1;DEK,negative
T47D,REPOP_vs_CTR,MSigDB_Hallmark_2020,E2F Targets,-0.8572176809180095,-1.2961813625524834,0.0,0.005328358824256915,0.011,173/200,8.34%,TFRC;NME1;RAN;H2AZ1;MTHFD2;SYNCRIP;NAP1L1;PAICS;TUBB;SNRPB;MLH1;MCM2;PRDX4;DDX39A;PRKDC;TRA2B;TMPO;SMC4;NBN;NOP56;CSE1L;XRCC6;STMN1;XPO1;TK1;EIF2S1;TP53;HNRNPD;CKS1B;TIMELESS;MYC;SMC3;IPO7;CDKN2A;LBR;SSRP1;H2AX;RAD21;CENPM;CDK4;NASP;DUT;RFC3;KPNA2;ILF3;DIAPH3;NUP107;TRIP13;ANP32E;RAD51C;MAD2L1;JPT1;EXOSC8;STAG1;CHEK1;MCM4;GSPT1;WEE1;PA2G4;SHMT1;SRSF2;AK2;ZW10;PCNA;AURKB;USP1;EZH2;HELLS;RACGAP1;RANBP1;CDKN3;RPA3;CTCF;POLE4;POLA2;DSCC1;MCM5;LYAR;EED;CCNB2;MRE11;MELK;MCM7;ING3;PDS5B;BUB1B;RFC2;ESPL1;KIF4A;CDKN1B;MYBL2;BRMS1L;ATAD2;SUV39H1;TIPIN;ORC2;BRCA2;DONSON;BRCA1;NUDT21;DEPDC1;SPC24;PPP1R8;RPA1;KIF22;NUP153;ASF1A;CDK1;RAD1;DCTPP1;SRSF1;NUP205;CDC20;POLE;DLGAP5;TCF19;PRPS1;PSIP1;RPA2;GINS4;HUS1;PLK4;UBR7;PRIM2;PHF5A;POP7;MKI67;UBE2T;LMNB1;SPAG5;RNASEH2A;RAD51AP1;SMC6;NOLC1;RRM2;GINS1;CDCA3;MMS22L;CHEK2;MXD3;MSH2;CCP110;KIF2C;POLD2;PLK1;DCK;CTPS1;BARD1;KIF18B;PNN;POLD1;CENPE;PTTG1;NCAPD2;CIT;CDC25B;HMMR;TACC3;PPM1D;MCM6;BIRC5;SMC1A;DEK;ORC6;LIG1;GINS3;SPC25;E2F8;UNG;CNOT9;CDCA8;MCM3;SLBP,negative
T47D,REPOP_vs_CTR,MSigDB_Hallmark_2020,Myc Targets V2,-0.9098370582957443,-1.2901775116510448,0.0,0.007427409270176307,0.022,53/58,7.93%,NPM1;HSPD1;NOP56;WDR43;PES1;MYC;SRM;IPO4;NIP7;MPHOSPH10;CDK4;AIMP2;PUS1;NOP16;WDR74;MCM4;UTP20;PA2G4;PPRC1;NDUFAF4;MRTO4;IMP4;RRP12;PRMT3;MCM5;TMEM97;PHB;EXOSC5;BYSL;PPAN;LAS1L;SUPV3L1;GNL3;DCTPP1;CBX3;SLC29A2;TFB2M;PLK4;RABEPK;NOLC1;DDX18;RRP9;MYBBP1A;PLK1;TCOF1;RCL1;FARSA;GRWD1;HSPE1;SLC19A1;UNG;NOC4L;SORD,negative
T47D,REPOP_vs_CTR,MSigDB_Hallmark_2020,G2-M Checkpoint,-0.8437034984214992,-1.2648487933143255,0.0,0.031001360432040236,0.119,148/200,8.34%,SLC7A5;H2AZ1;HMGN2;RAD23B;SYNCRIP;G3BP1;HNRNPU;NCL;MCM2;DDX39A;TRA2B;TMPO;GINS2;SMC4;STMN1;XPO1;SLC7A1;HNRNPD;CKS1B;CBX1;MYC;KPNB1;LBR;H2AX;RAD21;CDK4;ODC1;NASP;DTYMK;KPNA2;ILF3;SMC2;AMD1;SLC38A1;MAD2L1;KNL1;JPT1;TPX2;SFPQ;STAG1;TFDP1;PRMT5;CHEK1;GSPT1;KIF11;HIF1A;DKC1;SRSF2;AURKB;EZH2;RACGAP1;CDKN3;NSD2;TTK;KIF23;H2AZ2;NUP98;CTCF;POLA2;MCM5;FBXO5;PBK;MAP3K20;DR1;KIF15;CCNA2;CCNB2;RASAL2;PDS5B;SRSF10;EWSR1;SAP30;ESPL1;KIF4A;CDKN1B;MYBL2;RBM14;SUV39H1;RBL1;BRCA2;KIF22;DBF4;CDC6;CDK1;SRSF1;SS18;CDC20;CENPF;EXO1;POLE;UCK2;CUL4A;NUSAP1;RPA2;HUS1;PRC1;PLK4;PRIM2;CDC27;CHAF1A;MKI67;UBE2C;STIL;LMNB1;BUB3;POLQ;CDC45;NDC80;CUL3;NOLC1;SNRPD1;E2F4;CCNF;KIF2C;NEK2;PLK1;BARD1;ORC5;CENPE;ARID4A;PTTG1;CHMP1A;CUL1;KIF20B;PRPF4B;CDC25B;KATNA1;HMMR;ODF2;BUB1;TACC3;WRN;PAFAH1B1;MCM6;BIRC5;SMC1A;NOTCH2;TROAP;ORC6;CDC7;YTHDC1;ABL1;NUP50;CENPA;CUL5;E2F1;MCM3;TLE3,negative
T47D,REPOP_vs_TIS,MSigDB_Hallmark_2020,E2F Targets,0.9042982738253613,1.4399246238692656,0.0,0.0,0.0,160/200,4.27%,CBX5;SNRPB;H2AZ1;DEK;STMN1;SSRP1;RBBP7;HMGB2;MTHFD2;PTTG1;PCNA;ANP32E;TUBB;TMPO;PRKDC;PA2G4;HELLS;CKS1B;RAN;BIRC5;GINS1;MKI67;SMC4;CHEK1;PAICS;NAP1L1;SMC1A;TK1;MCM3;NOLC1;LMNB1;UBE2T;RRM2;HMMR;TOP2A;RAD21;IPO7;DUT;POLD2;RACGAP1;TIMELESS;PSIP1;MCM6;ATAD2;DIAPH3;TUBG1;MCM7;TRA2B;ILF3;XRCC6;HMGB3;MYBL2;HNRNPD;CDKN3;KIF22;MELK;TFRC;CDC20;DLGAP5;CSE1L;DNMT1;SPAG5;DDX39A;MAD2L1;MCM2;SRSF2;TACC3;RPA3;NCAPD2;RFC2;PLK1;CKS2;RPA1;HMGA1;BRCA1;EXOSC8;ESPL1;AURKA;CDCA8;USP1;UNG;POLD3;UBE2S;CCNB2;CDK1;MCM4;PRDX4;MRE11;RANBP1;TRIP13;H2AX;NUDT21;NUP107;BUB1B;MYC;KIF4A;GINS4;KIF2C;NASP;SPC24;EZH2;AURKB;CIT;ORC6;DEPDC1;CENPE;SPC25;RFC1;SMC3;RFC3;CDKN2C;SMC6;SRSF1;BARD1;TCF19;MSH2;NBN;CCP110;UBR7;LIG1;NUP205;PDS5B;BRCA2;NAA38;NME1;LBR;CHEK2;TP53;SHMT1;RNASEH2A;TBRG4;PMS2;RAD51C;MLH1;SLBP;SUV39H1;MXD3;ASF1B;PSMC3IP;KPNA2;POLE;CTPS1;SYNCRIP;CNOT9;DONSON;AK2;STAG1;CDC25A;CDC25B;PHF5A;MMS22L;WDR90;RPA2;DSCC1;MCM5;RAD1;GSPT1;EIF2S1;KIF18B;RAD51AP1,positive
T47D,REPOP_vs_TIS,MSigDB_Hallmark_2020,Myc Targets V1,0.8877365149027644,1.4227412836724922,0.0,0.0,0.0,159/200,6.77%,RPLP0;RPS6;PPIA;RACK1;RPS2;RPS3;HNRNPA2B1;LDHA;H2AZ1;HNRNPA1;DEK;RPL6;RRM1;SET;RPL14;PCNA;PA2G4;RAN;RPL18;RPS10;SNRPA1;SLC25A3;HNRNPR;RPL22;CCNA2;RPS5;CYC1;CCT5;NAP1L1;PRDX3;EIF4H;NOLC1;TYMS;RFC4;SRSF7;PTGES3;DUT;POLD2;MCM6;CBX3;MCM7;SRSF3;TRA2B;XRCC6;VDAC1;HNRNPD;YWHAE;CCT7;EPRS1;CDK2;SERBP1;CDC20;HNRNPU;TFDP1;GLO1;PRPS2;HNRNPC;MAD2L1;MCM2;SMARCC1;SRSF2;SNRPA;HSPD1;PCBP1;CCT4;PGK1;VDAC3;XPOT;USP1;FBL;ACP1;HDDC2;MCM4;PRDX4;RANBP1;IARS1;RUVBL2;MYC;TRIM28;UBA2;EIF1AX;EEF1B2;DHX15;EIF4E;PABPC4;SRSF1;LSM2;ABCE1;IMPDH2;SRPK1;PHB2;COX5A;PSMB2;YWHAQ;PSMA2;PSMA1;SNRPD1;NME1;PSMB3;TXNL4A;POLE3;C1QBP;ILF2;RNPS1;VBP1;SNRPD2;HNRNPA3;TUFM;KPNA2;CTPS1;SYNCRIP;MRPL9;TCP1;PSMC6;SNRPB2;EIF3D;RSL1D1;AP3S1;EXOSC7;SF3B3;CCT2;PHB;SNRPG;EIF2S2;SF3A1;SSB;MCM5;MRPL23;GSPT1;EIF2S1;TARDBP;NDUFAB1;PSMA7;KARS1;ERH;GOT2;CUL1;PSMD14;CLNS1A;EIF3B;HPRT1;SNRPD3;PSMC4;PSMD8;CDC45;NHP2;CSTF2;G3BP1;LSM7;UBE2E1;CAD;CCT3;NCBP1;PRPF31;PSMA4;CNBP;NOP16;UBE2L3;PSMD1,positive
