cell_line,transcription_factor,target_gene,target_direction,tf_target_correlation,absolute_tf_target_correlation,tf_target_p_value,rap_correlation,rap_consistent
T47D,E2F1,GPRC5A,down,-0.18781798816830628,0.18781798816830628,0.0,0.15120628010941786,True
T47D,E2F1,TNFRSF21,down,-0.3379648640380636,0.3379648640380636,0.0,0.15120628010941786,True
T47D,E2F1,SHISA2,down,-0.12552488634844453,0.12552488634844453,2.0787346541467052e-184,0.15120628010941786,True
T47D,E2F1,L1CAM,down,-0.24321743259837883,0.24321743259837883,0.0,0.15120628010941786,True
T47D,E2F1,PPP1R14B-AS1,down,-0.2543585190220677,0.2543585190220677,0.0,0.15120628010941786,True
T47D,E2F1,IZUMO4,down,-0.29752552604880955,0.29752552604880955,0.0,0.15120628010941786,True
T47D,E2F1,FGF12,down,-0.21988384691041601,0.21988384691041601,0.0,0.15120628010941786,True
T47D,E2F1,COL16A1,down,-0.2761317145128447,0.2761317145128447,0.0,0.15120628010941786,True
T47D,E2F1,GRHL3,down,-0.3022744985388289,0.3022744985388289,0.0,0.15120628010941786,True
T47D,E2F1,IRF9,down,-0.20889473955450522,0.20889473955450522,0.0,0.15120628010941786,True
T47D,E2F1,RND1,down,-0.1407161837984534,0.1407161837984534,1.1183137000628529e-231,0.15120628010941786,True
T47D,E2F1,GASK1B,down,-0.16821647723215258,0.16821647723215258,0.0,0.15120628010941786,True
T47D,E2F1,H2BC4,down,-0.1771353541638816,0.1771353541638816,0.0,0.15120628010941786,True
T47D,E2F1,ENTPD8,down,-0.3697724206384227,0.3697724206384227,0.0,0.15120628010941786,True
T47D,E2F1,BIRC3,down,-0.2732204840650492,0.2732204840650492,0.0,0.15120628010941786,True
T47D,E2F1,AC093001.1,down,-0.19640299692908095,0.19640299692908095,0.0,0.15120628010941786,True
T47D,E2F1,NABP1,down,-0.20940309946643754,0.20940309946643754,0.0,0.15120628010941786,True
T47D,E2F1,PCDH7,down,-0.2852560551952419,0.2852560551952419,0.0,0.15120628010941786,True
T47D,E2F1,TM4SF1,down,-0.3388692563536727,0.3388692563536727,0.0,0.15120628010941786,True
T47D,E2F1,SLCO3A1,down,-0.28277777808525306,0.28277777808525306,0.0,0.15120628010941786,True
T47D,E2F1,SAMD4A,down,-0.13533909978776745,0.13533909978776745,2.6179413243255887e-214,0.15120628010941786,True
T47D,JUN,RND1,down,0.10359195137789184,0.10359195137789184,6.312362253260444e-126,-0.11324773100077126,True
T47D,MYC,NCMAP,up,0.11404877846642235,0.11404877846642235,2.2251599825329784e-152,-0.10005763965154964,False
T47D,MYC,S1PR5,up,0.10808007713478586,0.10808007713478586,5.811424049296877e-137,-0.10005763965154964,False
T47D,MYC,CPT1C,up,0.11746072146672128,0.11746072146672128,1.424093474645618e-161,-0.10005763965154964,False
T47D,MYC,SEMA6B,up,0.10109459633766012,0.10109459633766012,5.4277562116097344e-120,-0.10005763965154964,False
T47D,MYC,MAP2K6,up,0.11709319198168229,0.11709319198168229,1.4362444154188463e-160,-0.10005763965154964,False
T47D,MYC,CCDC88A,up,0.10236088105000074,0.10236088105000074,5.546032871605677e-123,-0.10005763965154964,False
T47D,MYC,CRABP1,up,0.11131063175894977,0.11131063175894977,3.349717027777875e-145,-0.10005763965154964,False
T47D,MYC,PDE4A,up,0.11583608439471879,0.11583608439471879,3.680502041761302e-157,-0.10005763965154964,False
T47D,MYC,ECHDC3,up,0.11251856738250997,0.11251856738250997,2.4019955967213463e-148,-0.10005763965154964,False
T47D,MYC,BCL2,up,0.11759004449262525,0.11759004449262525,6.303793680518589e-162,-0.10005763965154964,False
T47D,MYC,MKI67,up,-0.10927071201534068,0.10927071201534068,5.708130811726399e-140,-0.10005763965154964,True
T47D,MYC,TOP2A,up,-0.1116266997258708,0.1116266997258708,5.076773023328632e-146,-0.10005763965154964,True
T47D,MYC,CENPF,up,-0.10871051698929989,0.10871051698929989,1.4991727264096365e-138,-0.10005763965154964,True
T47D,MYC,AL662884.3,up,0.11239469540138576,0.11239469540138576,5.06554565354915e-148,-0.10005763965154964,False
T47D,MYC,MT1X,up,0.110710140028596,0.110710140028596,1.1892382028698523e-143,-0.10005763965154964,False
T47D,MYC,SLC18B1,up,0.12043332669685071,0.12043332669685071,8.26075911147816e-170,-0.10005763965154964,False
T47D,MYC,CCDC28B,up,0.10184773235055065,0.10184773235055065,9.130008828258355e-122,-0.10005763965154964,False
T47D,MYC,GPR37L1,up,0.11325885137886706,0.11325885137886706,2.731172402878235e-150,-0.10005763965154964,False
T47D,MYC,MT1F,up,0.11573036162524979,0.11573036162524979,7.093467322123302e-157,-0.10005763965154964,False
T47D,MYC,C15orf48,down,-0.10234056829011393,0.10234056829011393,6.198046777486882e-123,-0.10005763965154964,False
T47D,MYC,COL5A1,down,-0.10211218308849643,0.10211218308849643,2.1593925893821624e-122,-0.10005763965154964,False
T47D,MYC,KIF5C,down,-0.10080773718934151,0.10080773718934151,2.5518049505241354e-119,-0.10005763965154964,False
T47D,MYC,GRHL3,down,-0.10077452598364507,0.10077452598364507,3.0517525754123e-119,-0.10005763965154964,False
T47D,TP53,NCMAP,up,0.22710176728057263,0.22710176728057263,0.0,0.08129648037903732,True
T47D,TP53,H4C3,up,0.16763885995965927,0.16763885995965927,0.0,0.08129648037903732,True
T47D,TP53,S1PR5,up,0.20165671499068227,0.20165671499068227,0.0,0.08129648037903732,True
T47D,TP53,H1-5,up,0.22615181055580927,0.22615181055580927,0.0,0.08129648037903732,True
T47D,TP53,MIR924HG,up,0.13393169803233737,0.13393169803233737,7.055383053640252e-210,0.08129648037903732,True
T47D,TP53,NXPH3,up,0.12012933686820634,0.12012933686820634,5.875095524625542e-169,0.08129648037903732,True
T47D,TP53,CPT1C,up,0.22861263030339773,0.22861263030339773,0.0,0.08129648037903732,True
T47D,TP53,TNFAIP8L1,up,0.19624631828572736,0.19624631828572736,0.0,0.08129648037903732,True
T47D,TP53,ITGA2B,up,0.15611571421218107,0.15611571421218107,2.5210187326887514e-285,0.08129648037903732,True
T47D,TP53,ZNF710-AS1,up,0.13025843207284954,0.13025843207284954,1.536744528927322e-198,0.08129648037903732,True
T47D,TP53,SEMA6B,up,0.21639507541419273,0.21639507541419273,0.0,0.08129648037903732,True
T47D,TP53,MAP2K6,up,0.19932692618457326,0.19932692618457326,0.0,0.08129648037903732,True
T47D,TP53,NRM,up,0.2022102067824718,0.2022102067824718,0.0,0.08129648037903732,True
T47D,TP53,PIF1,up,0.2047182991831899,0.2047182991831899,0.0,0.08129648037903732,True
T47D,TP53,DEPDC1B,up,0.11768197874002313,0.11768197874002313,3.5297973139980243e-162,0.08129648037903732,True
T47D,TP53,CCDC88A,up,0.2144770545718987,0.2144770545718987,0.0,0.08129648037903732,True
T47D,TP53,FBXO17,up,0.14550516643199043,0.14550516643199043,9.703631469104247e-248,0.08129648037903732,True
T47D,TP53,SLFN11,up,0.20375807063529228,0.20375807063529228,0.0,0.08129648037903732,True
T47D,TP53,YBX2,up,0.12314166829987346,0.12314166829987346,1.6930229848525268e-177,0.08129648037903732,True
T47D,TP53,CRABP1,up,0.2127943099253777,0.2127943099253777,0.0,0.08129648037903732,True
T47D,TP53,PDE4A,up,0.23770725660636638,0.23770725660636638,0.0,0.08129648037903732,True
T47D,TP53,NUSAP1,up,0.1978172793879193,0.1978172793879193,0.0,0.08129648037903732,True
T47D,TP53,ECHDC3,up,0.21136127917703787,0.21136127917703787,0.0,0.08129648037903732,True
T47D,TP53,BCL2,up,0.22091256414040053,0.22091256414040053,0.0,0.08129648037903732,True
T47D,TP53,AURKB,up,0.17279254269725333,0.17279254269725333,0.0,0.08129648037903732,True
T47D,TP53,RIPPLY3,up,0.17994025154142973,0.17994025154142973,0.0,0.08129648037903732,True
T47D,TP53,ARHGAP11A,up,0.10531085572714723,0.10531085572714723,4.264933166926996e-130,0.08129648037903732,True
T47D,TP53,TNFRSF18,up,0.13225395596148445,0.13225395596148445,1.1682697366065883e-204,0.08129648037903732,True
T47D,TP53,H1-3,up,0.21374697511854227,0.21374697511854227,0.0,0.08129648037903732,True
T47D,TP53,PRC1,up,0.12945381116264423,0.12945381116264423,4.2336506845990495e-196,0.08129648037903732,True
T47D,TP53,SYCE2,up,0.22132222527432172,0.22132222527432172,0.0,0.08129648037903732,True
T47D,TP53,SKP2,up,0.19371830770430185,0.19371830770430185,0.0,0.08129648037903732,True
T47D,TP53,CDC25C,up,0.2015858340098788,0.2015858340098788,0.0,0.08129648037903732,True
T47D,TP53,KIF15,up,0.17041608635691563,0.17041608635691563,0.0,0.08129648037903732,True
T47D,TP53,NCAPH,up,0.16311437266544881,0.16311437266544881,0.0,0.08129648037903732,True
T47D,TP53,NUF2,up,0.13588975508525583,0.13588975508525583,4.692717667055939e-216,0.08129648037903732,True
T47D,TP53,ESPL1,up,0.16735085877337086,0.16735085877337086,0.0,0.08129648037903732,True
T47D,TP53,KIF14,up,0.12949767960301276,0.12949767960301276,3.1194688400806726e-196,0.08129648037903732,True
T47D,TP53,MT2A,up,0.11630727421879973,0.11630727421879973,1.961920155666208e-158,0.08129648037903732,True
T47D,TP53,CIT,up,0.14420808030301804,0.14420808030301804,2.468346253659115e-243,0.08129648037903732,True
T47D,TP53,SPC25,up,0.197261576015477,0.197261576015477,0.0,0.08129648037903732,True
T47D,TP53,PLK1,up,0.13298031803436608,0.13298031803436608,6.551908914384133e-207,0.08129648037903732,True
T47D,TP53,RADIL,up,0.15088277380699344,0.15088277380699344,1.9202402287222325e-266,0.08129648037903732,True
T47D,TP53,MELK,up,0.16099962974811646,0.16099962974811646,1.478750780557897e-303,0.08129648037903732,True
T47D,TP53,NEIL3,up,0.22537968740970643,0.22537968740970643,0.0,0.08129648037903732,True
T47D,TP53,KNL1,up,0.13884689242171916,0.13884689242171916,1.46703746601843e-225,0.08129648037903732,True
T47D,TP53,AL662884.3,up,0.22072031350643304,0.22072031350643304,0.0,0.08129648037903732,True
T47D,TP53,RIBC2,up,0.1538911257856842,0.1538911257856842,3.241858492178241e-277,0.08129648037903732,True
T47D,TP53,SPC24,up,0.18138642984188677,0.18138642984188677,0.0,0.08129648037903732,True
T47D,TP53,MT1X,up,0.2269315126162084,0.2269315126162084,0.0,0.08129648037903732,True
T47D,TP53,TROAP,up,0.1519304770621878,0.1519304770621878,3.604881356130472e-270,0.08129648037903732,True
T47D,TP53,ARHGEF39,up,0.19144283978337479,0.19144283978337479,0.0,0.08129648037903732,True
T47D,TP53,SLC18B1,up,0.21368846442071032,0.21368846442071032,0.0,0.08129648037903732,True
T47D,TP53,NMU,up,0.19110378035258294,0.19110378035258294,0.0,0.08129648037903732,True
T47D,TP53,MND1,up,0.13774266054214282,0.13774266054214282,5.5021593632540974e-222,0.08129648037903732,True
T47D,TP53,KIF2C,up,0.16108064097443597,0.16108064097443597,7.2862444848883085e-304,0.08129648037903732,True
T47D,TP53,KIF18B,up,0.20165019581797222,0.20165019581797222,0.0,0.08129648037903732,True
T47D,TP53,PIMREG,up,0.18473254335575282,0.18473254335575282,0.0,0.08129648037903732,True
T47D,TP53,BCYRN1,up,0.10747203877141057,0.10747203877141057,1.9379447484353436e-135,0.08129648037903732,True
T47D,TP53,AC026401.3,up,0.21124543257220463,0.21124543257220463,0.0,0.08129648037903732,True
T47D,TP53,KIF11,up,0.11049010179305237,0.11049010179305237,4.37709415424224e-143,0.08129648037903732,True
T47D,TP53,CCDC28B,up,0.20020207444485102,0.20020207444485102,0.0,0.08129648037903732,True
T47D,TP53,FAM72D,up,0.2062294980933623,0.2062294980933623,0.0,0.08129648037903732,True
T47D,TP53,MPP2,up,0.1511829524784401,0.1511829524784401,1.6536237088915777e-267,0.08129648037903732,True
T47D,TP53,WDR76,up,0.19939677567180164,0.19939677567180164,0.0,0.08129648037903732,True
T47D,TP53,GPR37L1,up,0.21836230119296132,0.21836230119296132,0.0,0.08129648037903732,True
T47D,TP53,KIF20A,up,0.15338960511929892,0.15338960511929892,2.0995994735391828e-275,0.08129648037903732,True
T47D,TP53,MT1F,up,0.20968328522427307,0.20968328522427307,0.0,0.08129648037903732,True
T47D,TP53,TIFA,up,0.2022477350540062,0.2022477350540062,0.0,0.08129648037903732,True
T47D,TP53,GAS2L3,up,0.13802955704914902,0.13802955704914902,6.527912112241246e-223,0.08129648037903732,True
T47D,TP53,CDC20,up,0.11822569215106164,0.11822569215106164,1.1327388246966451e-163,0.08129648037903732,True
T47D,TP53,FOXM1,up,0.16873621725343746,0.16873621725343746,0.0,0.08129648037903732,True
T47D,TP53,FAM72B,up,0.2241850220580294,0.2241850220580294,0.0,0.08129648037903732,True
T47D,TP53,GINS1,up,0.13225416656677352,0.13225416656677352,1.1665201791875874e-204,0.08129648037903732,True
T47D,TP53,NCF2,down,-0.11565909850949366,0.11565909850949366,1.1035235445900803e-156,0.08129648037903732,True
T47D,TP53,ANKRD1,down,-0.20713918714228713,0.20713918714228713,0.0,0.08129648037903732,True
T47D,TP53,KLK5,down,-0.21282770563772618,0.21282770563772618,0.0,0.08129648037903732,True
T47D,TP53,IVL,down,-0.10014883565186192,0.10014883565186192,8.781459941082654e-118,0.08129648037903732,True
T47D,TP53,DAPP1,down,-0.1330183721849424,0.1330183721849424,4.9897324984110915e-207,0.08129648037903732,True
T47D,TP53,CAPN8,down,-0.13330238966441574,0.13330238966441574,6.517922049547261e-208,0.08129648037903732,True
T47D,TP53,TGFB2,down,-0.14898661328365373,0.14898661328365373,9.101740418652037e-260,0.08129648037903732,True
T47D,TP53,FLRT3,down,-0.13563154038891942,0.13563154038891942,3.099764170896843e-215,0.08129648037903732,True
T47D,TP53,IFIT2,down,-0.12687017268995932,0.12687017268995932,2.272515632768515e-188,0.08129648037903732,True
T47D,TP53,ANXA1,down,-0.16060536733740424,0.16060536733740424,4.608649380679677e-302,0.08129648037903732,True
T47D,TP53,TNFSF15,down,-0.12297156021167317,0.12297156021167317,5.20874297910702e-177,0.08129648037903732,True
T47D,TP53,NRP1,down,-0.15868920326412378,0.15868920326412378,7.382946667755605e-295,0.08129648037903732,True
T47D,TP53,UPK2,down,-0.19894822043717914,0.19894822043717914,0.0,0.08129648037903732,True
T47D,TP53,TMEM140,down,-0.13619196584258494,0.13619196584258494,5.1258880813979974e-217,0.08129648037903732,True
T47D,TP53,HOPX,down,-0.14093446499712686,0.14093446499712686,2.1312141442454688e-232,0.08129648037903732,True
T47D,TP53,CDK6,down,-0.18851249260490208,0.18851249260490208,0.0,0.08129648037903732,True
T47D,TP53,LAMC2,down,-0.14762752538130744,0.14762752538130744,4.895842258970393e-255,0.08129648037903732,True
T47D,TP53,ATP13A4,down,-0.14974445351435556,0.14974445351435556,2.0025817205807012e-262,0.08129648037903732,True
T47D,TP53,FYB2,down,-0.12906336587884795,0.12906336587884795,6.385089919032652e-195,0.08129648037903732,True
T47D,TP53,NTN4,down,-0.20308010392394146,0.20308010392394146,0.0,0.08129648037903732,True
T47D,TP53,GPR87,down,-0.15276962746879594,0.15276962746879594,3.5707365206204725e-273,0.08129648037903732,True
T47D,TP53,EGLN3,down,-0.20809912976258468,0.20809912976258468,0.0,0.08129648037903732,True
T47D,TP53,CYP1A1,down,-0.14397268514482564,0.14397268514482564,1.5399596969315295e-242,0.08129648037903732,True
T47D,TP53,PRSS23,down,-0.15642795537669246,0.15642795537669246,1.793128240307028e-286,0.08129648037903732,True
T47D,TP53,MAP1B,down,-0.16798577763138509,0.16798577763138509,0.0,0.08129648037903732,True
T47D,TP53,SYBU,down,-0.14049543188046001,0.14049543188046001,5.96307892910205e-231,0.08129648037903732,True
T47D,TP53,KMO,down,-0.15380788412682792,0.15380788412682792,6.484349117681957e-277,0.08129648037903732,True
T47D,TP53,PSCA,down,-0.15911864394031275,0.15911864394031275,1.8258243570755865e-296,0.08129648037903732,True
T47D,TP53,ANXA3,down,-0.10660541119201888,0.10660541119201888,2.773225458570307e-133,0.08129648037903732,True
T47D,TP53,COL21A1,down,-0.21172731304378775,0.21172731304378775,0.0,0.08129648037903732,True
T47D,TP53,SLC6A14,down,-0.1559980253539973,0.1559980253539973,6.817716502972145e-285,0.08129648037903732,True
T47D,TP53,DUSP10,down,-0.14447412769360965,0.14447412769360965,3.105562529196672e-244,0.08129648037903732,True
T47D,TP53,MACC1,down,-0.10571891692112217,0.10571891692112217,4.262198406580968e-131,0.08129648037903732,True
T47D,TP53,C15orf48,down,-0.21564103262965365,0.21564103262965365,0.0,0.08129648037903732,True
T47D,TP53,CDKN2B,down,-0.11244997791377626,0.11244997791377626,3.6311993001615504e-148,0.08129648037903732,True
T47D,TP53,COL5A1,down,-0.22280031381969947,0.22280031381969947,0.0,0.08129648037903732,True
T47D,TP53,KIF5C,down,-0.22257553260339125,0.22257553260339125,0.0,0.08129648037903732,True
T47D,TP53,MAF,down,-0.15051717272598447,0.15051717272598447,3.7790364117591523e-265,0.08129648037903732,True
T47D,TP53,LAMB3,down,-0.12830690215289922,0.12830690215289922,1.1964573803908642e-192,0.08129648037903732,True
T47D,TP53,PGM2L1,down,-0.12940430932194738,0.12940430932194738,5.974836915232888e-196,0.08129648037903732,True
T47D,TP53,TUBA4A,down,-0.13606760064335768,0.13606760064335768,1.2757794324163304e-216,0.08129648037903732,True
T47D,TP53,ALDH1A3,down,-0.19790916542967615,0.19790916542967615,0.0,0.08129648037903732,True
T47D,TP53,AC133540.1,down,-0.13446558527664493,0.13446558527664493,1.490948721726495e-211,0.08129648037903732,True
T47D,TP53,RTL5,down,-0.1359176114834649,0.1359176114834649,3.827154793110349e-216,0.08129648037903732,True
T47D,TP53,ABCC3,down,-0.10899494353987307,0.10899494353987307,2.8584796637405843e-139,0.08129648037903732,True
T47D,TP53,FAM198B-AS1,down,-0.12723516382599503,0.12723516382599503,1.8804469936021226e-189,0.08129648037903732,True
T47D,TP53,PHLDB2,down,-0.12009702204693154,0.12009702204693154,7.235257132376934e-169,0.08129648037903732,True
T47D,TP53,PURPL,down,-0.13414903201577505,0.13414903201577505,1.4705259129322886e-210,0.08129648037903732,True
T47D,TP53,GPRC5A,down,-0.1330569623276155,0.1330569623276155,3.785165029545173e-207,0.08129648037903732,True
T47D,TP53,TNFRSF21,down,-0.1862763376670087,0.1862763376670087,0.0,0.08129648037903732,True
T47D,TP53,L1CAM,down,-0.14212255740924853,0.14212255740924853,2.45314696297888e-236,0.08129648037903732,True
T47D,TP53,PPP1R14B-AS1,down,-0.12032403745243041,0.12032403745243041,1.6733255186637016e-169,0.08129648037903732,True
T47D,TP53,IZUMO4,down,-0.14179708047462714,0.14179708047462714,2.9661961596206118e-235,0.08129648037903732,True
T47D,TP53,FGF12,down,-0.1433923647107061,0.1433923647107061,1.3864607376638505e-240,0.08129648037903732,True
T47D,TP53,COL16A1,down,-0.14434837254434132,0.14434837254434132,8.277376325764815e-244,0.08129648037903732,True
T47D,TP53,GRHL3,down,-0.21609002909197236,0.21609002909197236,0.0,0.08129648037903732,True
T47D,TP53,GASK1B,down,-0.11531954217007286,0.11531954217007286,9.028144070875882e-156,0.08129648037903732,True
T47D,TP53,ENTPD8,down,-0.20486227121492678,0.20486227121492678,0.0,0.08129648037903732,True
T47D,TP53,BIRC3,down,-0.11950067000761529,0.11950067000761529,3.3417390294337184e-167,0.08129648037903732,True
T47D,TP53,PCDH7,down,-0.1345795511299584,0.1345795511299584,6.531375601158681e-212,0.08129648037903732,True
T47D,TP53,TM4SF1,down,-0.1999025984423085,0.1999025984423085,0.0,0.08129648037903732,True
T47D,TP53,SLCO3A1,down,-0.13384616994295964,0.13384616994295964,1.3068393282421418e-209,0.08129648037903732,True
T47D,FOS,NCMAP,up,0.19390782810469023,0.19390782810469023,0.0,-0.05080527268766491,False
T47D,FOS,S1PR5,up,0.16917401693946785,0.16917401693946785,0.0,-0.05080527268766491,False
T47D,FOS,H1-5,up,0.11972275328114322,0.11972275328114322,8.037015233693355e-168,-0.05080527268766491,False
T47D,FOS,SOWAHA,up,0.12858276481516137,0.12858276481516137,1.7810980045002878e-193,-0.05080527268766491,False
T47D,FOS,PLA2G3,up,0.16050223304536243,0.16050223304536243,1.131531267164382e-301,-0.05080527268766491,False
T47D,FOS,CPT1C,up,0.16585948881215948,0.16585948881215948,0.0,-0.05080527268766491,False
T47D,FOS,TNFAIP8L1,up,0.12280054948600895,0.12280054948600895,1.609509647764794e-176,-0.05080527268766491,False
T47D,FOS,SEMA6B,up,0.1527198499651441,0.1527198499651441,5.38818717239671e-273,-0.05080527268766491,False
T47D,FOS,MAP2K6,up,0.15348514519378922,0.15348514519378922,9.496236399247292e-276,-0.05080527268766491,False
T47D,FOS,PIF1,up,0.12826881255840292,0.12826881255840292,1.5558574381110485e-192,-0.05080527268766491,False
T47D,FOS,CCDC88A,up,0.15197464050681705,0.15197464050681705,2.5073707974375627e-270,-0.05080527268766491,False
T47D,FOS,CRABP1,up,0.17577587067210942,0.17577587067210942,0.0,-0.05080527268766491,False
T47D,FOS,PDE4A,up,0.1988954193307491,0.1988954193307491,0.0,-0.05080527268766491,False
T47D,FOS,ECHDC3,up,0.10042458359661528,0.10042458359661528,2.0030962775833843e-118,-0.05080527268766491,False
T47D,FOS,BCL2,up,0.18803283620703581,0.18803283620703581,0.0,-0.05080527268766491,False
T47D,FOS,RIPPLY3,up,0.1207083718174399,0.1207083718174399,1.3939372672356998e-170,-0.05080527268766491,False
T47D,FOS,TNFRSF18,up,0.11718050757597398,0.11718050757597398,8.2998333755284e-161,-0.05080527268766491,False
T47D,FOS,H1-3,up,0.10423938739796658,0.10423938739796658,1.728368001940053e-127,-0.05080527268766491,False
T47D,FOS,SYCE2,up,0.14223913946613304,0.14223913946613304,1.0031495571321816e-236,-0.05080527268766491,False
T47D,FOS,RADIL,up,0.12767500113513142,0.12767500113513142,9.243350848931887e-191,-0.05080527268766491,False
T47D,FOS,NEIL3,up,0.11340843281950884,0.11340843281950884,1.1013271618991631e-150,-0.05080527268766491,False
T47D,FOS,AL662884.3,up,0.18577867188747496,0.18577867188747496,0.0,-0.05080527268766491,False
T47D,FOS,MT1X,up,0.1540839363020965,0.1540839363020965,6.497898267729791e-278,-0.05080527268766491,False
T47D,FOS,ARHGEF39,up,0.10283155037134743,0.10283155037134743,4.194947381737625e-124,-0.05080527268766491,False
T47D,FOS,SLC18B1,up,0.13432799285778815,0.13432799285778815,4.0347344587077735e-211,-0.05080527268766491,False
T47D,FOS,PIMREG,up,0.11519504125973165,0.11519504125973165,1.948054308668529e-155,-0.05080527268766491,False
T47D,FOS,CCDC28B,up,0.10035030309777493,0.10035030309777493,2.983890118078561e-118,-0.05080527268766491,False
T47D,FOS,MPP2,up,0.12620367804884655,0.12620367804884655,2.1109823766923058e-186,-0.05080527268766491,False
T47D,FOS,GPR37L1,up,0.18704545282480747,0.18704545282480747,0.0,-0.05080527268766491,False
T47D,FOS,MT1F,up,0.2145119430191208,0.2145119430191208,0.0,-0.05080527268766491,False
T47D,FOS,TIFA,up,0.10572237436053956,0.10572237436053956,4.179666327858064e-131,-0.05080527268766491,False
T47D,FOS,FAM72B,up,0.11162020131099662,0.11162020131099662,5.27787489849603e-146,-0.05080527268766491,False
T47D,FOS,NCF2,down,-0.12001474300497496,0.12001474300497496,1.2291769279214771e-168,-0.05080527268766491,False
T47D,FOS,ANKRD1,down,-0.18821561410712906,0.18821561410712906,0.0,-0.05080527268766491,False
T47D,FOS,KLK5,down,-0.11283476316211562,0.11283476316211562,3.5623469182722853e-149,-0.05080527268766491,False
T47D,FOS,DAPP1,down,-0.10432254696184118,0.10432254696184118,1.086966257369175e-127,-0.05080527268766491,False
T47D,FOS,TGFB2,down,-0.15317103339994875,0.15317103339994875,1.2871106209396137e-274,-0.05080527268766491,False
T47D,FOS,NRP1,down,-0.11961959939335588,0.11961959939335588,1.5584741903167148e-167,-0.05080527268766491,False
T47D,FOS,UPK2,down,-0.13360102019736586,0.13360102019736586,7.630570930488476e-209,-0.05080527268766491,False
T47D,FOS,HOPX,down,-0.10479967094078038,0.10479967094078038,7.540761943142887e-129,-0.05080527268766491,False
T47D,FOS,LAMC2,down,-0.14170854597514887,0.14170854597514887,5.83718026451947e-235,-0.05080527268766491,False
T47D,FOS,FYB2,down,-0.11465903358693723,0.11465903358693723,5.2886769387687485e-154,-0.05080527268766491,False
T47D,FOS,NTN4,down,-0.10637965722095083,0.10637965722095083,1.0036959087912452e-132,-0.05080527268766491,False
T47D,FOS,GPR87,down,-0.11201283755537483,0.11201283755537483,5.026720157655556e-147,-0.05080527268766491,False
T47D,FOS,EGLN3,down,-0.1814503904235125,0.1814503904235125,0.0,-0.05080527268766491,False
T47D,FOS,CYP1A1,down,-0.13411427096726916,0.13411427096726916,1.890071663924592e-210,-0.05080527268766491,False
T47D,FOS,SYBU,down,-0.12268386831570012,0.12268386831570012,3.472106171523598e-176,-0.05080527268766491,False
T47D,FOS,KMO,down,-0.10376010863604392,0.10376010863604392,2.4848805099364182e-126,-0.05080527268766491,False
T47D,FOS,PSCA,down,-0.1623727692380973,0.1623727692380973,8.662064246883357e-309,-0.05080527268766491,False
T47D,FOS,ANXA3,down,-0.10141492887208278,0.10141492887208278,9.58640036517505e-121,-0.05080527268766491,False
T47D,FOS,SLC6A14,down,-0.15928889831462043,0.15928889831462043,4.199351966662163e-297,-0.05080527268766491,False
T47D,FOS,KIF5C,down,-0.12469508695786054,0.12469508695786054,5.48937471070099e-182,-0.05080527268766491,False
T47D,FOS,TUBA4A,down,-0.1127938554466339,0.1127938554466339,4.561425078136565e-149,-0.05080527268766491,False
T47D,FOS,ALDH1A3,down,-0.16855840894493712,0.16855840894493712,0.0,-0.05080527268766491,False
T47D,FOS,AC133540.1,down,-0.12866945359253928,0.12866945359253928,9.780523237701925e-194,-0.05080527268766491,False
T47D,FOS,RTL5,down,-0.10162581328005514,0.10162581328005514,3.052347218711993e-121,-0.05080527268766491,False
T47D,FOS,LIMCH1,down,-0.1008879297234427,0.1008879297234427,1.6562256408667143e-119,-0.05080527268766491,False
T47D,FOS,FAM198B-AS1,down,-0.11641769910382738,0.11641769910382738,9.852143261632287e-159,-0.05080527268766491,False
T47D,FOS,GPRC5A,down,-0.11206062133388923,0.11206062133388923,3.7736159337791543e-147,-0.05080527268766491,False
T47D,FOS,L1CAM,down,-0.1086846093333139,0.1086846093333139,1.7430640433803703e-138,-0.05080527268766491,False
T47D,FOS,FGF12,down,-0.13449232069097844,0.13449232069097844,1.2285694943037704e-211,-0.05080527268766491,False
T47D,FOS,COL16A1,down,-0.11309904587189439,0.11309904587189439,7.197031347297866e-150,-0.05080527268766491,False
T47D,FOS,GRHL3,down,-0.1819149283802354,0.1819149283802354,0.0,-0.05080527268766491,False
T47D,FOS,GASK1B,down,-0.10122492084549795,0.10122492084549795,2.682720862487712e-120,-0.05080527268766491,False
T47D,FOS,ENTPD8,down,-0.10853098968423455,0.10853098968423455,4.2573726049477287e-138,-0.05080527268766491,False
T47D,FOS,TM4SF1,down,-0.11184586931700503,0.11184586931700503,1.3676855482333183e-146,-0.05080527268766491,False
