cell_line,transcription_factor,target_gene,target_direction,tf_target_correlation,absolute_tf_target_correlation,tf_target_p_value,rap_correlation,rap_consistent
MCF7,E2F1,FOXM1,up,0.11259058038038361,0.11259058038038361,4.819219272351429e-76,0.10717202735015056,True
MCF7,E2F1,FAM72B,up,0.27072490411145983,0.27072490411145983,0.0,0.10717202735015056,True
MCF7,E2F1,PCLAF,up,0.18978015164857415,0.18978015164857415,6.011614201484257e-215,0.10717202735015056,True
MCF7,E2F1,ZWINT,up,0.17085678726261527,0.17085678726261527,5.219664903577966e-174,0.10717202735015056,True
MCF7,E2F1,GINS1,up,0.24979182918733073,0.24979182918733073,0.0,0.10717202735015056,True
MCF7,E2F1,UBE2C,up,0.12843158377274838,0.12843158377274838,1.466615672689896e-98,0.10717202735015056,True
MCF7,E2F1,NCF2,down,-0.3720179325989968,0.3720179325989968,0.0,0.10717202735015056,True
MCF7,E2F1,ANKRD1,down,-0.25978382530824634,0.25978382530824634,0.0,0.10717202735015056,True
MCF7,E2F1,KLK5,down,-0.2797602388425674,0.2797602388425674,0.0,0.10717202735015056,True
MCF7,E2F1,IVL,down,-0.16987705864461894,0.16987705864461894,5.1652095340349775e-172,0.10717202735015056,True
MCF7,E2F1,IFI27,down,-0.2680492805020282,0.2680492805020282,0.0,0.10717202735015056,True
MCF7,E2F1,XAF1,down,-0.3887142561872786,0.3887142561872786,0.0,0.10717202735015056,True
MCF7,E2F1,DAPP1,down,-0.3707435021166242,0.3707435021166242,0.0,0.10717202735015056,True
MCF7,E2F1,CAPN8,down,-0.35468349706947677,0.35468349706947677,0.0,0.10717202735015056,True
MCF7,E2F1,IFIT1,down,-0.29030287612009087,0.29030287612009087,0.0,0.10717202735015056,True
MCF7,E2F1,IFIT3,down,-0.3853594606729235,0.3853594606729235,0.0,0.10717202735015056,True
MCF7,E2F1,IFI6,down,-0.12276067125478997,0.12276067125478997,3.7640201648804444e-90,0.10717202735015056,True
MCF7,E2F1,TGFB2,down,-0.2377043020100759,0.2377043020100759,0.0,0.10717202735015056,True
MCF7,E2F1,FLRT3,down,-0.36771410703741575,0.36771410703741575,0.0,0.10717202735015056,True
MCF7,E2F1,IFIT2,down,-0.3473833222835286,0.3473833222835286,0.0,0.10717202735015056,True
MCF7,E2F1,ANXA1,down,-0.22336639627598265,0.22336639627598265,4.579724016647885e-299,0.10717202735015056,True
MCF7,E2F1,TNFSF15,down,-0.3167742515714215,0.3167742515714215,0.0,0.10717202735015056,True
MCF7,E2F1,OAS1,down,-0.3186912846826403,0.3186912846826403,0.0,0.10717202735015056,True
MCF7,E2F1,UPK2,down,-0.2254750694580878,0.2254750694580878,7.575213459955999e-305,0.10717202735015056,True
MCF7,E2F1,TMEM140,down,-0.38104112662600576,0.38104112662600576,0.0,0.10717202735015056,True
MCF7,E2F1,SAMD9,down,-0.30505568853121473,0.30505568853121473,0.0,0.10717202735015056,True
MCF7,E2F1,HOPX,down,-0.31949766342823793,0.31949766342823793,0.0,0.10717202735015056,True
MCF7,E2F1,CDK6,down,-0.2705143485886165,0.2705143485886165,0.0,0.10717202735015056,True
MCF7,E2F1,LAMC2,down,-0.3914605741485537,0.3914605741485537,0.0,0.10717202735015056,True
MCF7,E2F1,ATP13A4,down,-0.2931179157298789,0.2931179157298789,0.0,0.10717202735015056,True
MCF7,E2F1,FYB2,down,-0.3045273356843422,0.3045273356843422,0.0,0.10717202735015056,True
MCF7,E2F1,EPAS1,down,-0.2190560771875846,0.2190560771875846,1.9606801227129588e-287,0.10717202735015056,True
MCF7,E2F1,NTN4,down,-0.2882144401190159,0.2882144401190159,0.0,0.10717202735015056,True
MCF7,E2F1,DDX60,down,-0.3320176537502644,0.3320176537502644,0.0,0.10717202735015056,True
MCF7,E2F1,CALD1,down,-0.37228655565500823,0.37228655565500823,0.0,0.10717202735015056,True
MCF7,E2F1,GPR87,down,-0.20840203165764015,0.20840203165764015,9.502595390551279e-260,0.10717202735015056,True
MCF7,E2F1,EGLN3,down,-0.2394766266195498,0.2394766266195498,0.0,0.10717202735015056,True
MCF7,E2F1,CYP1A1,down,-0.16910928846574072,0.16910928846574072,1.8550496542209803e-170,0.10717202735015056,True
MCF7,E2F1,GBP2,down,-0.2719791860602503,0.2719791860602503,0.0,0.10717202735015056,True
MCF7,E2F1,MAP1B,down,-0.22418575165447907,0.22418575165447907,2.6393859864365164e-301,0.10717202735015056,True
MCF7,E2F1,SYBU,down,-0.18365402264440894,0.18365402264440894,3.416892734069964e-201,0.10717202735015056,True
MCF7,E2F1,KMO,down,-0.34711367755252026,0.34711367755252026,0.0,0.10717202735015056,True
MCF7,E2F1,TSPAN1,down,-0.20396603905701366,0.20396603905701366,1.1529096655186046e-248,0.10717202735015056,True
MCF7,E2F1,LRRN1,down,-0.3258934104624002,0.3258934104624002,0.0,0.10717202735015056,True
MCF7,E2F1,PSCA,down,-0.18411022478967803,0.18411022478967803,3.3571667190747476e-202,0.10717202735015056,True
MCF7,E2F1,GPNMB,down,-0.17368043318107543,0.17368043318107543,7.919247113148293e-180,0.10717202735015056,True
MCF7,E2F1,COL21A1,down,-0.36311835107821294,0.36311835107821294,0.0,0.10717202735015056,True
MCF7,E2F1,SLC6A14,down,-0.15567476581398018,0.15567476581398018,1.9212004589811415e-144,0.10717202735015056,True
MCF7,E2F1,DUSP10,down,-0.3670404248280571,0.3670404248280571,0.0,0.10717202735015056,True
MCF7,E2F1,C15orf48,down,-0.34913945473727187,0.34913945473727187,0.0,0.10717202735015056,True
MCF7,E2F1,CDKN2B,down,-0.11654471357601778,0.11654471357601778,2.219021142465664e-81,0.10717202735015056,True
MCF7,E2F1,COL5A1,down,-0.12366692184807557,0.12366692184807557,1.8111621911454582e-91,0.10717202735015056,True
MCF7,E2F1,KIF5C,down,-0.19799890526821656,0.19799890526821656,3.664676213887287e-234,0.10717202735015056,True
MCF7,E2F1,S100A9,down,-0.2490821182098567,0.2490821182098567,0.0,0.10717202735015056,True
MCF7,E2F1,MAF,down,-0.4023436036834463,0.4023436036834463,0.0,0.10717202735015056,True
MCF7,E2F1,LAMB3,down,-0.23882593926581192,0.23882593926581192,0.0,0.10717202735015056,True
MCF7,E2F1,PGM2L1,down,-0.2586704889676037,0.2586704889676037,0.0,0.10717202735015056,True
MCF7,E2F1,TUBA4A,down,-0.2087609377661318,0.2087609377661318,1.1741328817616213e-260,0.10717202735015056,True
MCF7,E2F1,ALDH1A3,down,-0.12962622906394436,0.12962622906394436,2.2130560526020444e-100,0.10717202735015056,True
MCF7,E2F1,APOD,down,-0.31237105760931966,0.31237105760931966,0.0,0.10717202735015056,True
MCF7,E2F1,AC133540.1,down,-0.2900106300905878,0.2900106300905878,0.0,0.10717202735015056,True
MCF7,E2F1,RTL5,down,-0.2576491584324234,0.2576491584324234,0.0,0.10717202735015056,True
MCF7,E2F1,LIMCH1,down,-0.255609004843602,0.255609004843602,0.0,0.10717202735015056,True
MCF7,E2F1,DDX58,down,-0.24309325413375543,0.24309325413375543,0.0,0.10717202735015056,True
MCF7,E2F1,FAM198B-AS1,down,-0.32846167457529063,0.32846167457529063,0.0,0.10717202735015056,True
MCF7,E2F1,PHLDB2,down,-0.2350528538501666,0.2350528538501666,0.0,0.10717202735015056,True
MCF7,E2F1,PURPL,down,-0.4156057829227937,0.4156057829227937,0.0,0.10717202735015056,True
MCF7,E2F1,EPHA4,down,-0.24875843766612052,0.24875843766612052,0.0,0.10717202735015056,True
MCF7,E2F1,TNFRSF21,down,-0.24901857762860097,0.24901857762860097,0.0,0.10717202735015056,True
MCF7,E2F1,SHISA2,down,-0.24211923436036034,0.24211923436036034,0.0,0.10717202735015056,True
MCF7,E2F1,PARP9,down,-0.13560157550853363,0.13560157550853363,9.421393667560362e-110,0.10717202735015056,True
MCF7,E2F1,SYT8,down,-0.24862092697675808,0.24862092697675808,0.0,0.10717202735015056,True
MCF7,E2F1,PPP1R14B-AS1,down,-0.2803230588927755,0.2803230588927755,0.0,0.10717202735015056,True
MCF7,E2F1,IZUMO4,down,-0.26068644043412276,0.26068644043412276,0.0,0.10717202735015056,True
MCF7,E2F1,FGF12,down,-0.10116835287755446,0.10116835287755446,1.1130379335966604e-61,0.10717202735015056,True
MCF7,E2F1,COL16A1,down,-0.3129291021187977,0.3129291021187977,0.0,0.10717202735015056,True
MCF7,E2F1,GRHL3,down,-0.26939203292670644,0.26939203292670644,0.0,0.10717202735015056,True
MCF7,E2F1,IRF9,down,-0.28959065511243237,0.28959065511243237,0.0,0.10717202735015056,True
MCF7,E2F1,GASK1B,down,-0.3022659556237242,0.3022659556237242,0.0,0.10717202735015056,True
MCF7,E2F1,H2BC4,down,-0.19323184798247905,0.19323184798247905,6.5442589060023665e-223,0.10717202735015056,True
MCF7,E2F1,ENTPD8,down,-0.2871496608876803,0.2871496608876803,0.0,0.10717202735015056,True
MCF7,E2F1,BIRC3,down,-0.26951455944071134,0.26951455944071134,0.0,0.10717202735015056,True
MCF7,E2F1,AC093001.1,down,-0.25052213466521606,0.25052213466521606,0.0,0.10717202735015056,True
MCF7,E2F1,NABP1,down,-0.29535603426496027,0.29535603426496027,0.0,0.10717202735015056,True
MCF7,E2F1,PCDH7,down,-0.35421838483472606,0.35421838483472606,0.0,0.10717202735015056,True
MCF7,E2F1,TM4SF1,down,-0.130500027756177,0.130500027756177,1.0042138739353574e-101,0.10717202735015056,True
MCF7,E2F1,SLCO3A1,down,-0.26006696450542843,0.26006696450542843,0.0,0.10717202735015056,True
MCF7,E2F1,SAMD4A,down,-0.21357864071292545,0.21357864071292545,5.182796753740082e-273,0.10717202735015056,True
MCF7,TP53,RRM2,up,0.10308102780829834,0.10308102780829834,5.623308402017809e-64,0.07679319337103808,True
T47D,E2F1,NCMAP,up,0.3129107591382317,0.3129107591382317,0.0,0.15120628010941786,True
T47D,E2F1,H4C3,up,0.26036087930986523,0.26036087930986523,0.0,0.15120628010941786,True
T47D,E2F1,S1PR5,up,0.2893984147622509,0.2893984147622509,0.0,0.15120628010941786,True
T47D,E2F1,H1-5,up,0.38893835359197626,0.38893835359197626,0.0,0.15120628010941786,True
T47D,E2F1,MIR924HG,up,0.2467371941990717,0.2467371941990717,0.0,0.15120628010941786,True
T47D,E2F1,NXPH3,up,0.2220298125610449,0.2220298125610449,0.0,0.15120628010941786,True
T47D,E2F1,HMGB2,up,0.15131668717032556,0.15131668717032556,5.537133341187279e-268,0.15120628010941786,True
T47D,E2F1,CPT1C,up,0.32967850105779223,0.32967850105779223,0.0,0.15120628010941786,True
T47D,E2F1,TNFAIP8L1,up,0.26573084995060287,0.26573084995060287,0.0,0.15120628010941786,True
T47D,E2F1,ITGA2B,up,0.30994793935993475,0.30994793935993475,0.0,0.15120628010941786,True
T47D,E2F1,ZNF710-AS1,up,0.19786598359957464,0.19786598359957464,0.0,0.15120628010941786,True
T47D,E2F1,SEMA6B,up,0.3060888826551418,0.3060888826551418,0.0,0.15120628010941786,True
T47D,E2F1,MAP2K6,up,0.3187194956651815,0.3187194956651815,0.0,0.15120628010941786,True
T47D,E2F1,NRM,up,0.3220993060134426,0.3220993060134426,0.0,0.15120628010941786,True
T47D,E2F1,PIF1,up,0.2500959137665853,0.2500959137665853,0.0,0.15120628010941786,True
T47D,E2F1,DEPDC1B,up,0.18454903488445157,0.18454903488445157,0.0,0.15120628010941786,True
T47D,E2F1,CCDC88A,up,0.30269478494213004,0.30269478494213004,0.0,0.15120628010941786,True
T47D,E2F1,FBXO17,up,0.21546703757447866,0.21546703757447866,0.0,0.15120628010941786,True
T47D,E2F1,SLFN11,up,0.41494697798329844,0.41494697798329844,0.0,0.15120628010941786,True
T47D,E2F1,YBX2,up,0.17250641542552347,0.17250641542552347,0.0,0.15120628010941786,True
T47D,E2F1,CRABP1,up,0.31371185386821226,0.31371185386821226,0.0,0.15120628010941786,True
T47D,E2F1,PDE4A,up,0.3427456016516679,0.3427456016516679,0.0,0.15120628010941786,True
T47D,E2F1,NUSAP1,up,0.284532671110928,0.284532671110928,0.0,0.15120628010941786,True
T47D,E2F1,ECHDC3,up,0.3718452041986361,0.3718452041986361,0.0,0.15120628010941786,True
T47D,E2F1,BCL2,up,0.32481549369518775,0.32481549369518775,0.0,0.15120628010941786,True
T47D,E2F1,AURKB,up,0.2409373422247418,0.2409373422247418,0.0,0.15120628010941786,True
T47D,E2F1,RIPPLY3,up,0.26921864618532637,0.26921864618532637,0.0,0.15120628010941786,True
T47D,E2F1,ARHGAP11A,up,0.13936684375832728,0.13936684375832728,2.9733879287480375e-227,0.15120628010941786,True
T47D,E2F1,TNFRSF18,up,0.19958533299063985,0.19958533299063985,0.0,0.15120628010941786,True
