perturbation_rank,model_name,target,intervention,association_sign,direction_evidence,priority_score,evidence_source_count,affected_pathway_count,affected_pathways,mean_baseline_escape_probability,mean_perturbed_escape_probability,mean_delta_escape_probability,mean_predicted_escape_reduction,median_predicted_escape_reduction,maximum_predicted_escape_reduction,cells_with_reduced_escape_probability,fraction_cells_with_reduced_escape_probability,perturbation_strength,confidence_score,intervention_score,predicted_effect,rap_effect_fraction
3,rap_plus_pathways,GINS1,inhibit,1.0,differential_expression_effect,0.6352045905748,2.0,1,E2F Targets,0.40940627470332364,0.2508764753003912,-0.15852979940293244,0.15852979940293244,0.1746927502138725,0.3072892303228975,79508,1.0,0.5,0.48426896195406666,0.0767710613956445,predicted_suppression,0.1
4,rap_plus_pathways,MELK,inhibit,1.0,differential_expression_effect,0.5980906638233262,2.0,1,E2F Targets,0.40940627470332364,0.2508764753003912,-0.15852979940293244,0.15852979940293244,0.1746927502138725,0.3072892303228975,79508,1.0,0.5,0.46571199857832973,0.07382922971416137,predicted_suppression,0.1
5,rap_plus_pathways,KRT80,activate,-1.0,differential_expression_effect,0.6995790414627282,2.0,1,Keratinization R-HSA-6805567,0.40940627470332364,0.3679501305459252,-0.04145614415739842,0.04145614415739842,0.04249430998545094,0.08226947734243928,79508,1.0,0.5,0.5164561873980308,0.02141028215575314,predicted_suppression,0.1
6,rap_plus_pathways,IVL,activate,-1.0,differential_expression_effect,0.6192567491510668,2.0,1,Keratinization R-HSA-6805567,0.40940627470332364,0.3679501305459252,-0.04145614415739842,0.04145614415739842,0.04249430998545094,0.08226947734243928,79508,1.0,0.5,0.4762950412422,0.01974535589119067,predicted_suppression,0.1
7,rap_plus_pathways,CLU,activate,-1.0,differential_expression_effect,0.7603539739481504,2.0,0,,0.40940627470332364,0.3872515877439596,-0.022154686959363977,0.022154686959363977,0.022500818641009487,0.044200972666768534,79508,1.0,0.5,0.44684365364074186,0.009899681266189097,predicted_suppression,0.1
8,rap_plus_pathways,BCAS1,activate,-1.0,differential_expression_effect,0.6837812817613224,3.0,0,,0.40940627470332364,0.3872515877439596,-0.022154686959363977,0.022154686959363977,0.022500818641009487,0.044200972666768534,79508,1.0,0.5,0.4418906408806612,0.009789948818983775,predicted_suppression,0.1
9,rap_plus_pathways,MYO1B,activate,-1.0,differential_expression_effect,0.7054155897786791,2.0,0,,0.40940627470332364,0.3872515877439596,-0.022154686959363977,0.022154686959363977,0.022500818641009487,0.044200972666768534,79508,1.0,0.5,0.4193744615560062,0.00929110991452514,predicted_suppression,0.1
10,rap_plus_pathways,H4C3,inhibit,1.0,differential_expression_effect,0.705187779578552,2.0,0,,0.40940627470332364,0.3872515877439596,-0.022154686959363977,0.022154686959363977,0.022500818641009487,0.044200972666768534,79508,1.0,0.5,0.4192605564559427,0.009288586382690157,predicted_suppression,0.1
11,rap_plus_pathways,PHGDH,inhibit,1.0,differential_expression_effect,0.7003715177248218,2.0,0,,0.40940627470332364,0.3872515877439596,-0.022154686959363977,0.022154686959363977,0.022500818641009487,0.044200972666768534,79508,1.0,0.5,0.41685242552907753,0.009235234995848298,predicted_suppression,0.1
12,rap_plus_pathways,SDC2,activate,-1.0,differential_expression_effect,0.6971779366564773,2.0,0,,0.40940627470332364,0.3872515877439596,-0.022154686959363977,0.022154686959363977,0.022500818641009487,0.044200972666768534,79508,1.0,0.5,0.4152556349949053,0.009199858601424036,predicted_suppression,0.1
13,rap_plus_pathways,DHTKD1,inhibit,1.0,differential_expression_effect,0.6908306961041671,2.0,0,,0.40940627470332364,0.3872515877439596,-0.022154686959363977,0.022154686959363977,0.022500818641009487,0.044200972666768534,79508,1.0,0.5,0.4120820147187502,0.00912954803767793,predicted_suppression,0.1
14,rap_plus_pathways,NUDT3,inhibit,1.0,differential_expression_effect,0.6882075072090454,2.0,0,,0.40940627470332364,0.3872515877439596,-0.022154686959363977,0.022154686959363977,0.022500818641009487,0.044200972666768534,79508,1.0,0.5,0.4107704202711894,0.00910049007327458,predicted_suppression,0.1
15,rap_plus_pathways,ZWINT,inhibit,1.0,differential_expression_effect,0.6869889853380513,2.0,0,,0.40940627470332364,0.3872515877439596,-0.022154686959363977,0.022154686959363977,0.022500818641009487,0.044200972666768534,79508,1.0,0.5,0.4101611593356923,0.009086992087972073,predicted_suppression,0.1
16,rap_plus_pathways,YBX2,inhibit,1.0,differential_expression_effect,0.6835576591719393,2.0,0,,0.40940627470332364,0.3872515877439596,-0.022154686959363977,0.022154686959363977,0.022500818641009487,0.044200972666768534,79508,1.0,0.5,0.4084454962526363,0.00904898210943923,predicted_suppression,0.1
17,rap_plus_pathways,ARHGAP11A,inhibit,1.0,differential_expression_effect,0.6796115438135014,2.0,0,,0.40940627470332364,0.3872515877439596,-0.022154686959363977,0.022154686959363977,0.022500818641009487,0.044200972666768534,79508,1.0,0.5,0.40647243857341736,0.009005269634203365,predicted_suppression,0.1
18,rap_plus_pathways,NUF2,inhibit,1.0,differential_expression_effect,0.6675860052084984,2.0,0,,0.40940627470332364,0.3872515877439596,-0.022154686959363977,0.022154686959363977,0.022500818641009487,0.044200972666768534,79508,1.0,0.5,0.40045966927091586,0.00887205861254757,predicted_suppression,0.1
19,rap_plus_pathways,FBXO17,inhibit,1.0,differential_expression_effect,0.6531246883732527,2.0,0,,0.40940627470332364,0.3872515877439596,-0.022154686959363977,0.022154686959363977,0.022500818641009487,0.044200972666768534,79508,1.0,0.5,0.393229010853293,0.008711865638795046,predicted_suppression,0.1
20,rap_plus_pathways,NCF2,activate,-1.0,differential_expression_effect,0.6524182021795357,2.0,0,,0.40940627470332364,0.3872515877439596,-0.022154686959363977,0.022154686959363977,0.022500818641009487,0.044200972666768534,79508,1.0,0.5,0.3928757677564345,0.00870403964856359,predicted_suppression,0.1
21,rap_plus_pathways,KIF14,inhibit,1.0,differential_expression_effect,0.6503130591297537,2.0,0,,0.40940627470332364,0.3872515877439596,-0.022154686959363977,0.022154686959363977,0.022500818641009487,0.044200972666768534,79508,1.0,0.5,0.3918231962315435,0.00868072025592729,predicted_suppression,0.1
22,rap_plus_pathways,ENC1,activate,-1.0,differential_expression_effect,0.6496829350893555,2.0,0,,0.40940627470332364,0.3872515877439596,-0.022154686959363977,0.022154686959363977,0.022500818641009487,0.044200972666768534,79508,1.0,0.5,0.3915081342113444,0.008673740155496993,predicted_suppression,0.1
23,rap_plus_pathways,H4C8,activate,-1.0,differential_expression_effect,0.6461169056612761,2.0,0,,0.40940627470332364,0.3872515877439596,-0.022154686959363977,0.022154686959363977,0.022500818641009487,0.044200972666768534,79508,1.0,0.5,0.3897251194973047,0.008634238022663504,predicted_suppression,0.1
24,rap_plus_pathways,NCAPH,inhibit,1.0,differential_expression_effect,0.6304158464734002,2.0,0,,0.40940627470332364,0.3872515877439596,-0.022154686959363977,0.022154686959363977,0.022500818641009487,0.044200972666768534,79508,1.0,0.5,0.38187458990336676,0.008460311997044586,predicted_suppression,0.1
25,rap_plus_pathways,RND1,activate,-1.0,differential_expression_effect,0.625772321910648,2.0,0,,0.40940627470332364,0.3872515877439596,-0.022154686959363977,0.022154686959363977,0.022500818641009487,0.044200972666768534,79508,1.0,0.5,0.37955282762199066,0.00840887408050664,predicted_suppression,0.1
26,rap_plus_pathways,KIF20A,inhibit,1.0,differential_expression_effect,0.6085210341331331,2.0,0,,0.40940627470332364,0.3872515877439596,-0.022154686959363977,0.022154686959363977,0.022500818641009487,0.044200972666768534,79508,1.0,0.5,0.3709271837332332,0.008217775640328268,predicted_suppression,0.1
27,rap_plus_pathways,SYTL2,activate,-1.0,differential_expression_effect,0.607813155021956,2.0,0,,0.40940627470332364,0.3872515877439596,-0.022154686959363977,0.022154686959363977,0.022500818641009487,0.044200972666768534,79508,1.0,0.5,0.37057324417764465,0.008209934220271666,predicted_suppression,0.1
28,rap_plus_pathways,GPRC5A,activate,-1.0,differential_expression_effect,0.6065401780514027,2.0,0,,0.40940627470332364,0.3872515877439596,-0.022154686959363977,0.022154686959363977,0.022500818641009487,0.044200972666768534,79508,1.0,0.5,0.369936755692368,0.008195833017127122,predicted_suppression,0.1
29,rap_plus_pathways,ANXA1,activate,-1.0,differential_expression_effect,0.6065387251303759,2.0,0,,0.40940627470332364,0.3872515877439596,-0.022154686959363977,0.022154686959363977,0.022500818641009487,0.044200972666768534,79508,1.0,0.5,0.3699360292318546,0.00819581692262186,predicted_suppression,0.1
30,rap_plus_pathways,GAS2L3,inhibit,1.0,differential_expression_effect,0.6053413605080713,2.0,0,,0.40940627470332364,0.3872515877439596,-0.022154686959363977,0.022154686959363977,0.022500818641009487,0.044200972666768534,79508,1.0,0.5,0.3693373469207023,0.008182553303430172,predicted_suppression,0.1
31,rap_plus_pathways,MACC1,activate,-1.0,differential_expression_effect,0.5963635313460357,2.0,0,,0.40940627470332364,0.3872515877439596,-0.022154686959363977,0.022154686959363977,0.022500818641009487,0.044200972666768534,79508,1.0,0.5,0.3648484323396845,0.008083102806100398,predicted_suppression,0.1
32,rap_plus_pathways,IFI6,activate,-1.0,differential_expression_effect,0.8147518270098308,3.0,1,Interferon Alpha/Beta Signaling R-HSA-909733,0.40940627470332364,0.4773212694754786,0.06791499477215497,-0.06791499477215497,-0.06608217729444985,-8.780849225646029e-10,0,0.0,0.5,0.6073759135049154,-0.04124993199041918,predicted_worsening,0.1
33,rap_plus_pathways,ISG15,activate,-1.0,differential_expression_effect,0.6665757308663266,2.0,3,Interferon Alpha Response;Interferon Alpha/Beta Signaling R-HSA-909733;Interferon Gamma Response,0.40940627470332364,0.5312169379315054,0.1218106632281817,-0.1218106632281817,-0.11686966149260725,-2.1188436390077536e-09,0,0.0,0.5,0.6999545320998299,-0.08526192578465187,predicted_worsening,0.1
34,rap_plus_pathways,IFI27,activate,-1.0,differential_expression_effect,0.6117934528541784,3.0,3,Interferon Alpha Response;Interferon Alpha/Beta Signaling R-HSA-909733;Interferon Gamma Response,0.40940627470332364,0.5312169379315054,0.1218106632281817,-0.1218106632281817,-0.11686966149260725,-2.1188436390077536e-09,0,0.0,0.5,0.7058967264270891,-0.08598574841668606,predicted_worsening,0.1
35,rap_plus_pathways,AURKB,inhibit,1.0,differential_expression_effect,0.6030594551555394,2.0,2,E2F Targets;G2-M Checkpoint,0.40940627470332364,0.7087701576430185,0.29936388293969496,-0.29936388293969496,-0.2815916493800102,-1.917729022705683e-08,0,0.0,0.5,0.5681963942444364,-0.17009747885334822,predicted_worsening,0.1
36,rap_plus_pathways,CDC20,inhibit,1.0,differential_expression_effect,0.6363605104807625,2.0,2,E2F Targets;G2-M Checkpoint,0.40940627470332364,0.7087701576430185,0.29936388293969496,-0.29936388293969496,-0.2815916493800102,-1.917729022705683e-08,0,0.0,0.5,0.5848469219070479,-0.1750820454674224,predicted_worsening,0.1
37,rap_plus_pathways,PLK1,inhibit,1.0,differential_expression_effect,0.6453224467779706,2.0,2,E2F Targets;G2-M Checkpoint,0.40940627470332364,0.7087701576430185,0.29936388293969496,-0.29936388293969496,-0.2815916493800102,-1.917729022705683e-08,0,0.0,0.5,0.5893278900556519,-0.1764234854917176,predicted_worsening,0.1
38,rap_plus_pathways,H2AZ1,inhibit,1.0,differential_expression_effect,0.6153880489342868,3.0,2,E2F Targets;G2-M Checkpoint,0.40940627470332364,0.7087701576430185,0.29936388293969496,-0.29936388293969496,-0.2815916493800102,-1.917729022705683e-08,0,0.0,0.5,0.6076940244671434,-0.18192164280373405,predicted_worsening,0.1
39,rap_plus_pathways,CKS1B,inhibit,1.0,differential_expression_effect,0.6875863313758503,2.0,2,E2F Targets;G2-M Checkpoint,0.40940627470332364,0.7087701576430185,0.29936388293969496,-0.29936388293969496,-0.2815916493800102,-1.917729022705683e-08,0,0.0,0.5,0.6104598323545918,-0.18274962579238582,predicted_worsening,0.1
40,rap_plus_pathways,LMNB1,inhibit,1.0,differential_expression_effect,0.6887235532582613,2.0,2,E2F Targets;G2-M Checkpoint,0.40940627470332364,0.7087701576430185,0.29936388293969496,-0.29936388293969496,-0.2815916493800102,-1.917729022705683e-08,0,0.0,0.5,0.6110284432957973,-0.18291984737162711,predicted_worsening,0.1
41,rap_plus_pathways,UBE2C,inhibit,1.0,differential_expression_effect,0.6201602651399948,2.0,1,G2-M Checkpoint,0.40940627470332364,0.7971399571542469,0.38773368245092327,-0.38773368245092327,-0.3680196128343749,-5.954654746258357e-08,0,0.0,0.5,0.476746799236664,-0.18485079206472274,predicted_worsening,0.1
42,rap_plus_pathways,KNL1,inhibit,1.0,differential_expression_effect,0.6242033036182136,2.0,1,G2-M Checkpoint,0.40940627470332364,0.7971399571542469,0.38773368245092327,-0.38773368245092327,-0.3680196128343749,-5.954654746258357e-08,0,0.0,0.5,0.47876831847577345,-0.18563460316344804,predicted_worsening,0.1
43,rap_plus_pathways,PBK,inhibit,1.0,differential_expression_effect,0.6421132486951168,2.0,1,G2-M Checkpoint,0.40940627470332364,0.7971399571542469,0.38773368245092327,-0.38773368245092327,-0.3680196128343749,-5.954654746258357e-08,0,0.0,0.5,0.487723291014225,-0.18910674764202876,predicted_worsening,0.1
44,rap_plus_pathways,CCNA2,inhibit,1.0,differential_expression_effect,0.6722182796119277,2.0,1,G2-M Checkpoint,0.40940627470332364,0.7971399571542469,0.38773368245092327,-0.38773368245092327,-0.3680196128343749,-5.954654746258357e-08,0,0.0,0.5,0.5027758064726305,-0.19494311489086577,predicted_worsening,0.1
45,rap_plus_pathways,KIF11,inhibit,1.0,differential_expression_effect,0.6880991043016356,2.0,1,G2-M Checkpoint,0.40940627470332364,0.7971399571542469,0.38773368245092327,-0.38773368245092327,-0.3680196128343749,-5.954654746258357e-08,0,0.0,0.5,0.5107162188174844,-0.19802188020951475,predicted_worsening,0.1
46,rap_plus_pathways,PRC1,inhibit,1.0,differential_expression_effect,0.6915602903572053,2.0,1,G2-M Checkpoint,0.40940627470332364,0.7971399571542469,0.38773368245092327,-0.38773368245092327,-0.3680196128343749,-5.954654746258357e-08,0,0.0,0.5,0.5124468118452693,-0.19869288941700167,predicted_worsening,0.1
47,rap_plus_pathways,MKI67,inhibit,1.0,differential_expression_effect,0.6708860019200854,4.0,2,E2F Targets;G2-M Checkpoint,0.40940627470332364,0.7087701576430185,0.29936388293969496,-0.29936388293969496,-0.2815916493800102,-1.917729022705683e-08,0,0.0,0.5,0.668776334293376,-0.20020748025224053,predicted_worsening,0.1
48,rap_plus_pathways,E2F1,inhibit,1.0,transition_model_effect,0.6874416343554115,3.0,1,G2-M Checkpoint,0.40940627470332364,0.7971399571542469,0.38773368245092327,-0.38773368245092327,-0.3680196128343749,-5.954654746258357e-08,0,0.0,0.5,0.5437208171777057,-0.21081887466953705,predicted_worsening,0.1
49,rap_plus_pathways,TOP2A,inhibit,1.0,differential_expression_effect,0.7809166065664604,4.0,2,E2F Targets;G2-M Checkpoint,0.40940627470332364,0.7087701576430185,0.29936388293969496,-0.29936388293969496,-0.2815916493800102,-1.917729022705683e-08,0,0.0,0.5,0.7237916366165635,-0.21667707477681117,predicted_worsening,0.1
50,rap_plus_pathways,CENPF,inhibit,1.0,differential_expression_effect,0.6703024014578206,4.0,1,G2-M Checkpoint,0.40940627470332364,0.7971399571542469,0.38773368245092327,-0.38773368245092327,-0.3680196128343749,-5.954654746258357e-08,0,0.0,0.5,0.5684845340622436,-0.22042060180835105,predicted_worsening,0.1
1,rap_plus_pathways,HMGB2,inhibit,1.0,differential_expression_effect,0.7573902312818401,3.0,1,E2F Targets,0.40940627470332364,0.22009117409223847,-0.18931510061108514,0.18931510061108514,0.21247720233029777,0.36608431536103025,79508,1.0,0.5,0.57869511564092,0.10955572404070432,predicted_suppression,0.25
2,rap_plus_pathways,RRM2,inhibit,1.0,differential_expression_effect,0.6884224623231245,2.0,1,E2F Targets,0.40940627470332364,0.22009117409223847,-0.18931510061108514,0.18931510061108514,0.21247720233029777,0.36608431536103025,79508,1.0,0.5,0.5108778978282289,0.09671690062733083,predicted_suppression,0.25
3,rap_plus_pathways,GINS1,inhibit,1.0,differential_expression_effect,0.6352045905748,2.0,1,E2F Targets,0.40940627470332364,0.22009117409223847,-0.18931510061108514,0.18931510061108514,0.21247720233029777,0.36608431536103025,79508,1.0,0.5,0.48426896195406666,0.09167942725515989,predicted_suppression,0.25
4,rap_plus_pathways,MELK,inhibit,1.0,differential_expression_effect,0.5980906638233262,2.0,1,E2F Targets,0.40940627470332364,0.22009117409223847,-0.18931510061108514,0.18931510061108514,0.21247720233029777,0.36608431536103025,79508,1.0,0.5,0.46571199857832973,0.08816631386664603,predicted_suppression,0.25
5,rap_plus_pathways,KRT80,activate,-1.0,differential_expression_effect,0.6995790414627282,2.0,1,Keratinization R-HSA-6805567,0.40940627470332364,0.33433440925095315,-0.07507186545237045,0.07507186545237045,0.07852897954333027,0.14771194297977808,79508,1.0,0.5,0.5164561873980308,0.038771329412389186,predicted_suppression,0.25
6,rap_plus_pathways,IVL,activate,-1.0,differential_expression_effect,0.6192567491510668,2.0,1,Keratinization R-HSA-6805567,0.40940627470332364,0.33433440925095315,-0.07507186545237045,0.07507186545237045,0.07852897954333027,0.14771194297977808,79508,1.0,0.5,0.4762950412422,0.03575635725176567,predicted_suppression,0.25
7,rap_plus_pathways,CLU,activate,-1.0,differential_expression_effect,0.7603539739481504,2.0,0,,0.40940627470332364,0.3537043945471864,-0.05570188015613721,0.05570188015613721,0.0575727516228869,0.11012601879826134,79508,1.0,0.5,0.44684365364074186,0.024890031643627086,predicted_suppression,0.25
8,rap_plus_pathways,BCAS1,activate,-1.0,differential_expression_effect,0.6837812817613224,3.0,0,,0.40940627470332364,0.3537043945471864,-0.05570188015613721,0.05570188015613721,0.0575727516228869,0.11012601879826134,79508,1.0,0.5,0.4418906408806612,0.024614139520453257,predicted_suppression,0.25
9,rap_plus_pathways,MYO1B,activate,-1.0,differential_expression_effect,0.7054155897786791,2.0,0,,0.40940627470332364,0.3537043945471864,-0.05570188015613721,0.05570188015613721,0.0575727516228869,0.11012601879826134,79508,1.0,0.5,0.4193744615560062,0.02335994599813723,predicted_suppression,0.25
10,rap_plus_pathways,H4C3,inhibit,1.0,differential_expression_effect,0.705187779578552,2.0,0,,0.40940627470332364,0.3537043945471864,-0.05570188015613721,0.05570188015613721,0.0575727516228869,0.11012601879826134,79508,1.0,0.5,0.4192605564559427,0.02335360126990432,predicted_suppression,0.25
11,rap_plus_pathways,PHGDH,inhibit,1.0,differential_expression_effect,0.7003715177248218,2.0,0,,0.40940627470332364,0.3537043945471864,-0.05570188015613721,0.05570188015613721,0.0575727516228869,0.11012601879826134,79508,1.0,0.5,0.41685242552907753,0.023219463849615787,predicted_suppression,0.25
12,rap_plus_pathways,SDC2,activate,-1.0,differential_expression_effect,0.6971779366564773,2.0,0,,0.40940627470332364,0.3537043945471864,-0.05570188015613721,0.05570188015613721,0.0575727516228869,0.11012601879826134,79508,1.0,0.5,0.4152556349949053,0.023130519614646874,predicted_suppression,0.25
13,rap_plus_pathways,DHTKD1,inhibit,1.0,differential_expression_effect,0.6908306961041671,2.0,0,,0.40940627470332364,0.3537043945471864,-0.05570188015613721,0.05570188015613721,0.0575727516228869,0.11012601879826134,79508,1.0,0.5,0.4120820147187502,0.022953742998363395,predicted_suppression,0.25
14,rap_plus_pathways,NUDT3,inhibit,1.0,differential_expression_effect,0.6882075072090454,2.0,0,,0.40940627470332364,0.3537043945471864,-0.05570188015613721,0.05570188015613721,0.0575727516228869,0.11012601879826134,79508,1.0,0.5,0.4107704202711894,0.022880684721631905,predicted_suppression,0.25
15,rap_plus_pathways,ZWINT,inhibit,1.0,differential_expression_effect,0.6869889853380513,2.0,0,,0.40940627470332364,0.3537043945471864,-0.05570188015613721,0.05570188015613721,0.0575727516228869,0.11012601879826134,79508,1.0,0.5,0.4101611593356923,0.02284674774201903,predicted_suppression,0.25
16,rap_plus_pathways,YBX2,inhibit,1.0,differential_expression_effect,0.6835576591719393,2.0,0,,0.40940627470332364,0.3537043945471864,-0.05570188015613721,0.05570188015613721,0.0575727516228869,0.11012601879826134,79508,1.0,0.5,0.4084454962526363,0.02275118208257834,predicted_suppression,0.25
17,rap_plus_pathways,ARHGAP11A,inhibit,1.0,differential_expression_effect,0.6796115438135014,2.0,0,,0.40940627470332364,0.3537043945471864,-0.05570188015613721,0.05570188015613721,0.0575727516228869,0.11012601879826134,79508,1.0,0.5,0.40647243857341736,0.022641279060189336,predicted_suppression,0.25
18,rap_plus_pathways,NUF2,inhibit,1.0,differential_expression_effect,0.6675860052084984,2.0,0,,0.40940627470332364,0.3537043945471864,-0.05570188015613721,0.05570188015613721,0.0575727516228869,0.11012601879826134,79508,1.0,0.5,0.40045966927091586,0.0223063565050949,predicted_suppression,0.25
19,rap_plus_pathways,FBXO17,inhibit,1.0,differential_expression_effect,0.6531246883732527,2.0,0,,0.40940627470332364,0.3537043945471864,-0.05570188015613721,0.05570188015613721,0.0575727516228869,0.11012601879826134,79508,1.0,0.5,0.393229010853293,0.021903595236466504,predicted_suppression,0.25
20,rap_plus_pathways,NCF2,activate,-1.0,differential_expression_effect,0.6524182021795357,2.0,0,,0.40940627470332364,0.3537043945471864,-0.05570188015613721,0.05570188015613721,0.0575727516228869,0.11012601879826134,79508,1.0,0.5,0.3928757677564345,0.02188391893181931,predicted_suppression,0.25
21,rap_plus_pathways,KIF14,inhibit,1.0,differential_expression_effect,0.6503130591297537,2.0,0,,0.40940627470332364,0.3537043945471864,-0.05570188015613721,0.05570188015613721,0.0575727516228869,0.11012601879826134,79508,1.0,0.5,0.3918231962315435,0.02182528871888407,predicted_suppression,0.25
22,rap_plus_pathways,ENC1,activate,-1.0,differential_expression_effect,0.6496829350893555,2.0,0,,0.40940627470332364,0.3537043945471864,-0.05570188015613721,0.05570188015613721,0.0575727516228869,0.11012601879826134,79508,1.0,0.5,0.3915081342113444,0.021807739171993187,predicted_suppression,0.25
23,rap_plus_pathways,H4C8,activate,-1.0,differential_expression_effect,0.6461169056612761,2.0,0,,0.40940627470332364,0.3537043945471864,-0.05570188015613721,0.05570188015613721,0.0575727516228869,0.11012601879826134,79508,1.0,0.5,0.3897251194973047,0.02170842190007512,predicted_suppression,0.25
24,rap_plus_pathways,NCAPH,inhibit,1.0,differential_expression_effect,0.6304158464734002,2.0,0,,0.40940627470332364,0.3537043945471864,-0.05570188015613721,0.05570188015613721,0.0575727516228869,0.11012601879826134,79508,1.0,0.5,0.38187458990336676,0.02127113264147138,predicted_suppression,0.25
25,rap_plus_pathways,RND1,activate,-1.0,differential_expression_effect,0.625772321910648,2.0,0,,0.40940627470332364,0.3537043945471864,-0.05570188015613721,0.05570188015613721,0.0575727516228869,0.11012601879826134,79508,1.0,0.5,0.37955282762199066,0.02114180611712313,predicted_suppression,0.25
26,rap_plus_pathways,KIF20A,inhibit,1.0,differential_expression_effect,0.6085210341331331,2.0,0,,0.40940627470332364,0.3537043945471864,-0.05570188015613721,0.05570188015613721,0.0575727516228869,0.11012601879826134,79508,1.0,0.5,0.3709271837332332,0.020661341534962043,predicted_suppression,0.25
27,rap_plus_pathways,SYTL2,activate,-1.0,differential_expression_effect,0.607813155021956,2.0,0,,0.40940627470332364,0.3537043945471864,-0.05570188015613721,0.05570188015613721,0.0575727516228869,0.11012601879826134,79508,1.0,0.5,0.37057324417764465,0.020641626436254133,predicted_suppression,0.25
28,rap_plus_pathways,GPRC5A,activate,-1.0,differential_expression_effect,0.6065401780514027,2.0,0,,0.40940627470332364,0.3537043945471864,-0.05570188015613721,0.05570188015613721,0.0575727516228869,0.11012601879826134,79508,1.0,0.5,0.369936755692368,0.020606172830926493,predicted_suppression,0.25
29,rap_plus_pathways,ANXA1,activate,-1.0,differential_expression_effect,0.6065387251303759,2.0,0,,0.40940627470332364,0.3537043945471864,-0.05570188015613721,0.05570188015613721,0.0575727516228869,0.11012601879826134,79508,1.0,0.5,0.3699360292318546,0.020606132365710034,predicted_suppression,0.25
30,rap_plus_pathways,GAS2L3,inhibit,1.0,differential_expression_effect,0.6053413605080713,2.0,0,,0.40940627470332364,0.3537043945471864,-0.05570188015613721,0.05570188015613721,0.0575727516228869,0.11012601879826134,79508,1.0,0.5,0.3693373469207023,0.02057278463536263,predicted_suppression,0.25
31,rap_plus_pathways,MACC1,activate,-1.0,differential_expression_effect,0.5963635313460357,2.0,0,,0.40940627470332364,0.3537043945471864,-0.05570188015613721,0.05570188015613721,0.0575727516228869,0.11012601879826134,79508,1.0,0.5,0.3648484323396845,0.02032274365333964,predicted_suppression,0.25
32,rap_plus_pathways,IFI6,activate,-1.0,differential_expression_effect,0.8147518270098308,3.0,1,Interferon Alpha/Beta Signaling R-HSA-909733,0.40940627470332364,0.44563446175423127,0.036228187050907655,-0.036228187050907655,-0.03574952625537697,-4.0077302016976296e-10,0,0.0,0.5,0.6073759135049154,-0.022004128204671982,predicted_worsening,0.25
33,rap_plus_pathways,ISG15,activate,-1.0,differential_expression_effect,0.6665757308663266,2.0,3,Interferon Alpha Response;Interferon Alpha/Beta Signaling R-HSA-909733;Interferon Gamma Response,0.40940627470332364,0.5014597013174218,0.09205342661409813,-0.09205342661409813,-0.08893477355693188,-1.3523300187891601e-09,0,0.0,0.5,0.6999545320998299,-0.06443321315385708,predicted_worsening,0.25
34,rap_plus_pathways,IFI27,activate,-1.0,differential_expression_effect,0.6117934528541784,3.0,3,Interferon Alpha Response;Interferon Alpha/Beta Signaling R-HSA-909733;Interferon Gamma Response,0.40940627470332364,0.5014597013174218,0.09205342661409813,-0.09205342661409813,-0.08893477355693188,-1.3523300187891601e-09,0,0.0,0.5,0.7058967264270891,-0.06498021250328816,predicted_worsening,0.25
35,rap_plus_pathways,AURKB,inhibit,1.0,differential_expression_effect,0.6030594551555394,2.0,2,E2F Targets;G2-M Checkpoint,0.40940627470332364,0.6853598141687695,0.2759535394654459,-0.2759535394654459,-0.25960268027497724,-1.4434715893296218e-08,0,0.0,0.5,0.5681963942444364,-0.1567958061032561,predicted_worsening,0.25
36,rap_plus_pathways,CDC20,inhibit,1.0,differential_expression_effect,0.6363605104807625,2.0,2,E2F Targets;G2-M Checkpoint,0.40940627470332364,0.6853598141687695,0.2759535394654459,-0.2759535394654459,-0.25960268027497724,-1.4434715893296218e-08,0,0.0,0.5,0.5848469219070479,-0.16139057814572108,predicted_worsening,0.25
37,rap_plus_pathways,PLK1,inhibit,1.0,differential_expression_effect,0.6453224467779706,2.0,2,E2F Targets;G2-M Checkpoint,0.40940627470332364,0.6853598141687695,0.2759535394654459,-0.2759535394654459,-0.25960268027497724,-1.4434715893296218e-08,0,0.0,0.5,0.5893278900556519,-0.16262711716656028,predicted_worsening,0.25
38,rap_plus_pathways,H2AZ1,inhibit,1.0,differential_expression_effect,0.6153880489342868,3.0,2,E2F Targets;G2-M Checkpoint,0.40940627470332364,0.6853598141687695,0.2759535394654459,-0.2759535394654459,-0.25960268027497724,-1.4434715893296218e-08,0,0.0,0.5,0.6076940244671434,-0.16769531696370948,predicted_worsening,0.25
39,rap_plus_pathways,CKS1B,inhibit,1.0,differential_expression_effect,0.6875863313758503,2.0,2,E2F Targets;G2-M Checkpoint,0.40940627470332364,0.6853598141687695,0.2759535394654459,-0.2759535394654459,-0.25960268027497724,-1.4434715893296218e-08,0,0.0,0.5,0.6104598323545918,-0.16845855143973232,predicted_worsening,0.25
40,rap_plus_pathways,LMNB1,inhibit,1.0,differential_expression_effect,0.6887235532582613,2.0,2,E2F Targets;G2-M Checkpoint,0.40940627470332364,0.6853598141687695,0.2759535394654459,-0.2759535394654459,-0.25960268027497724,-1.4434715893296218e-08,0,0.0,0.5,0.6110284432957973,-0.16861546164153676,predicted_worsening,0.25
