accuracy,balanced_accuracy,precision,recall,f1,roc_auc,average_precision,held_out_cell_line,n_test_cells
0.6980934187361876,0.7253029708227066,0.46565888925402565,0.7846068660022149,0.5844504021447721,0.7973482350750698,0.5426741348340305,MCF7,26697
0.737781901497794,0.6401478386847236,0.6599661447312738,0.36972498814604077,0.4739401306792281,0.8315455356885939,0.629007830053056,T47D,52811
